gene	clus	fdr	logFC	bjm_annot	bjm_misc_notes
POSTN	X27	0.094965366	0.876780961	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
CENPF	X27	0.094722733	0.853513363	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
TP53	X27	0.004756064	0.841860971	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
CAPG	X27	0.030464232	0.636953756	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
KRT8	X27	0.021805065	0.636927171	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
SPI1	X27	0.076546798	0.54001523	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
CELF2	X27	0.001994858	0.414750707	Peripheral_immune_NK-or_Tcell	Likely circulating WBCs, given high densities in similar patterns to vascular clusters.
AVP	X28	1.17e-19	6.946403861	Supraoptic_nu_(AVP+OXT+)_2	
OXT	X28	5.31e-17	4.744435633	Supraoptic_nu_(AVP+OXT+)_2	
PECAM1	X28	4.18e-14	4.680324969	Supraoptic_nu_(AVP+OXT+)_2	
FLT1	X28	8.72e-19	4.593044554	Supraoptic_nu_(AVP+OXT+)_2	
ADRA1B	X28	2.56e-14	4.497523003	Supraoptic_nu_(AVP+OXT+)_2	
KLF2	X28	6.71e-12	4.259529586	Supraoptic_nu_(AVP+OXT+)_2	
GAL	X28	5.17e-08	3.977221773	Supraoptic_nu_(AVP+OXT+)_2	
PCSK1	X28	5.56e-18	3.742524442	Supraoptic_nu_(AVP+OXT+)_2	
CEMIP2	X28	2.69e-17	3.64927035	Supraoptic_nu_(AVP+OXT+)_2	
NWD2	X28	3.54e-11	3.600945805	Supraoptic_nu_(AVP+OXT+)_2	
IGFBP4	X28	1.24e-09	3.511805578	Supraoptic_nu_(AVP+OXT+)_2	
CAV1	X28	5.49e-09	3.345465387	Supraoptic_nu_(AVP+OXT+)_2	
PHLDB2	X28	2.2e-12	3.280149052	Supraoptic_nu_(AVP+OXT+)_2	
DCN	X28	1.39e-08	3.185194918	Supraoptic_nu_(AVP+OXT+)_2	
KLF4	X28	8.64e-08	3.150551565	Supraoptic_nu_(AVP+OXT+)_2	
GPER1	X28	2.71e-12	3.047539351	Supraoptic_nu_(AVP+OXT+)_2	
RNF144B	X28	1.29e-09	3.018814855	Supraoptic_nu_(AVP+OXT+)_2	
SLIT3	X28	2.63e-09	2.94079012	Supraoptic_nu_(AVP+OXT+)_2	
LEPR	X28	9.16e-09	2.911334733	Supraoptic_nu_(AVP+OXT+)_2	
IFITM3	X28	1.28e-11	2.910251087	Supraoptic_nu_(AVP+OXT+)_2	
NPY2R	X28	3.63e-07	2.878494679	Supraoptic_nu_(AVP+OXT+)_2	
SPHKAP	X28	2.38e-09	2.683078761	Supraoptic_nu_(AVP+OXT+)_2	
HTR2A	X28	4.35e-10	2.656844126	Supraoptic_nu_(AVP+OXT+)_2	
CALCRL	X28	6.21e-06	2.583771948	Supraoptic_nu_(AVP+OXT+)_2	
LAMA2	X28	1.92e-05	2.576849364	Supraoptic_nu_(AVP+OXT+)_2	
NRP1	X28	1.01e-08	2.528486532	Supraoptic_nu_(AVP+OXT+)_2	
CDK1	X28	1.08e-05	2.390510673	Supraoptic_nu_(AVP+OXT+)_2	
TRPC6	X28	0.000601971	2.36597533	Supraoptic_nu_(AVP+OXT+)_2	
THSD4	X28	8.4e-07	2.338194938	Supraoptic_nu_(AVP+OXT+)_2	
COL25A1	X28	2.89e-05	2.217995311	Supraoptic_nu_(AVP+OXT+)_2	
TRPC5	X28	1.08e-05	2.165364693	Supraoptic_nu_(AVP+OXT+)_2	
HES1	X28	2.45e-06	2.057970933	Supraoptic_nu_(AVP+OXT+)_2	
CD163	X28	0.002339483	2.050443417	Supraoptic_nu_(AVP+OXT+)_2	
VIP	X28	6.29e-05	1.944870742	Supraoptic_nu_(AVP+OXT+)_2	
NES	X28	5.01e-06	1.888508306	Supraoptic_nu_(AVP+OXT+)_2	
CDH12	X28	3.34e-05	1.851246507	Supraoptic_nu_(AVP+OXT+)_2	
LYVE1	X28	0.000955562	1.776485337	Supraoptic_nu_(AVP+OXT+)_2	
NOTCH1	X28	2.96e-07	1.753446161	Supraoptic_nu_(AVP+OXT+)_2	
TGFBI	X28	0.005136757	1.696112532	Supraoptic_nu_(AVP+OXT+)_2	
SHANK3	X28	2.57e-15	1.688482562	Supraoptic_nu_(AVP+OXT+)_2	
MT2A	X28	0.001844312	1.645311529	Supraoptic_nu_(AVP+OXT+)_2	
ITGA8	X28	0.011278918	1.63802045	Supraoptic_nu_(AVP+OXT+)_2	
ECEL1	X28	0.007040528	1.581587755	Supraoptic_nu_(AVP+OXT+)_2	
IL18R1	X28	0.015168901	1.570754831	Supraoptic_nu_(AVP+OXT+)_2	
RNF152	X28	2.48e-08	1.554104961	Supraoptic_nu_(AVP+OXT+)_2	
PSEN2	X28	1.43e-07	1.548966324	Supraoptic_nu_(AVP+OXT+)_2	
TPH2	X28	0.004501389	1.532151835	Supraoptic_nu_(AVP+OXT+)_2	
ANXA1	X28	0.054904126	1.505520312	Supraoptic_nu_(AVP+OXT+)_2	
NR2F2	X28	0.003898478	1.468187621	Supraoptic_nu_(AVP+OXT+)_2	
CEMIP	X28	0.006162793	1.452473107	Supraoptic_nu_(AVP+OXT+)_2	
CDH6	X28	1.02e-08	1.43007627	Supraoptic_nu_(AVP+OXT+)_2	
DDR2	X28	0.000237568	1.385514341	Supraoptic_nu_(AVP+OXT+)_2	
CD4	X28	0.012324656	1.384914154	Supraoptic_nu_(AVP+OXT+)_2	
TGFB1	X28	0.000702833	1.365376192	Supraoptic_nu_(AVP+OXT+)_2	
ADAMTS16	X28	0.012374875	1.362002928	Supraoptic_nu_(AVP+OXT+)_2	
ANK1	X28	0.001817038	1.355676268	Supraoptic_nu_(AVP+OXT+)_2	
THSD7B	X28	0.005136757	1.354270778	Supraoptic_nu_(AVP+OXT+)_2	
PTPRN	X28	0.003101439	1.330643023	Supraoptic_nu_(AVP+OXT+)_2	
CRHR2	X28	0.014046453	1.305684086	Supraoptic_nu_(AVP+OXT+)_2	
GAS2L3	X28	0.0182823	1.290273723	Supraoptic_nu_(AVP+OXT+)_2	
TRHDE	X28	0.00166717	1.277977984	Supraoptic_nu_(AVP+OXT+)_2	
RGS16	X28	0.00188827	1.275039802	Supraoptic_nu_(AVP+OXT+)_2	
CCNA1	X28	0.019949792	1.274156239	Supraoptic_nu_(AVP+OXT+)_2	
RIT2	X28	0.006245309	1.256691097	Supraoptic_nu_(AVP+OXT+)_2	
PLCE1	X28	0.008986456	1.220194388	Supraoptic_nu_(AVP+OXT+)_2	
CTSH	X28	0.003862841	1.210047635	Supraoptic_nu_(AVP+OXT+)_2	
IGFBP3	X28	0.058728207	1.12220782	Supraoptic_nu_(AVP+OXT+)_2	
UNC5B	X28	1.16e-05	1.119826756	Supraoptic_nu_(AVP+OXT+)_2	
ABCC9	X28	0.022592864	1.082843578	Supraoptic_nu_(AVP+OXT+)_2	
CNTNAP3B	X28	0.007090097	1.079772131	Supraoptic_nu_(AVP+OXT+)_2	
SOX4	X28	3.34e-05	1.041036857	Supraoptic_nu_(AVP+OXT+)_2	
CSPG4	X28	0.007956058	1.029663414	Supraoptic_nu_(AVP+OXT+)_2	
FBLN1	X28	0.036722336	1.010830031	Supraoptic_nu_(AVP+OXT+)_2	
FABP6	X28	0.002789478	1.009682748	Supraoptic_nu_(AVP+OXT+)_2	
STXBP2	X28	0.02766853	1.009122154	Supraoptic_nu_(AVP+OXT+)_2	
NPNT	X28	0.064982212	1.007915065	Supraoptic_nu_(AVP+OXT+)_2	
SNCG	X28	0.027118195	0.992705152	Supraoptic_nu_(AVP+OXT+)_2	
STAT3	X28	4.2e-06	0.972337814	Supraoptic_nu_(AVP+OXT+)_2	
TMEM132C	X28	0.011278918	0.95479815	Supraoptic_nu_(AVP+OXT+)_2	
ADRA1A	X28	0.010031311	0.934116761	Supraoptic_nu_(AVP+OXT+)_2	
RDH10	X28	0.034714109	0.91200099	Supraoptic_nu_(AVP+OXT+)_2	
CTSS	X28	0.062182544	0.903940818	Supraoptic_nu_(AVP+OXT+)_2	
PDGFD	X28	0.00750786	0.893173848	Supraoptic_nu_(AVP+OXT+)_2	
MAN1A1	X28	0.036604605	0.859527936	Supraoptic_nu_(AVP+OXT+)_2	
SNCA	X28	0.002902249	0.802633473	Supraoptic_nu_(AVP+OXT+)_2	
TP53	X28	0.006099915	0.79262849	Supraoptic_nu_(AVP+OXT+)_2	
NECAB2	X28	0.088112012	0.749565267	Supraoptic_nu_(AVP+OXT+)_2	
B4GALNT1	X28	0.043109518	0.71298061	Supraoptic_nu_(AVP+OXT+)_2	
ADARB1	X28	0.072892953	0.708656748	Supraoptic_nu_(AVP+OXT+)_2	
LRRK2	X28	0.032273403	0.701210887	Supraoptic_nu_(AVP+OXT+)_2	
RORB	X28	0.041242707	0.677571698	Supraoptic_nu_(AVP+OXT+)_2	
SAMD5	X28	0.01709738	0.670543426	Supraoptic_nu_(AVP+OXT+)_2	
PSENEN	X28	0.004595829	0.665274989	Supraoptic_nu_(AVP+OXT+)_2	
GFOD1	X28	0.009445164	0.647680888	Supraoptic_nu_(AVP+OXT+)_2	
NCSTN	X28	0.009751366	0.644908343	Supraoptic_nu_(AVP+OXT+)_2	
SYNPR	X28	0.072892953	0.630382019	Supraoptic_nu_(AVP+OXT+)_2	
KRT8	X28	0.018543414	0.614991991	Supraoptic_nu_(AVP+OXT+)_2	
APP	X28	0.002339483	0.606345024	Supraoptic_nu_(AVP+OXT+)_2	
RRAGB	X28	0.000372616	0.51025736	Supraoptic_nu_(AVP+OXT+)_2	
SNTB2	X28	0.037508283	0.490785783	Supraoptic_nu_(AVP+OXT+)_2	
HCRT	X29	5.2e-38	6.209196514	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
C1QL3	X29	3.5e-43	4.760460721	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
CRYM	X29	8.39e-13	4.337846944	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
RSPO2	X29	7.99e-16	3.637649838	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
MCTP2	X29	2.8e-10	3.02579046	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
IGFBP3	X29	1.85e-05	2.528112631	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
PCSK1	X29	1.73e-07	2.482089381	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
HS3ST2	X29	1.85e-05	2.477466107	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
SLC26A4	X29	7.78e-07	2.385494879	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
PTPRN	X29	2.8e-07	2.291458176	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
TAC1	X29	2.19e-05	2.229532125	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
SSTR1	X29	8.08e-06	2.11589719	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
LYPD6B	X29	0.002712929	2.110178797	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
VGF	X29	6.63e-06	2.095925018	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
NPFFR2	X29	0.000132464	2.090589058	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
GAD1	X29	4.33e-05	2.088106336	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
LYPD6	X29	3.48e-07	1.999759158	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
CNTNAP3B	X29	5.31e-07	1.987054084	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
HRH3	X29	2.8e-07	1.84944137	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
MYO5B	X29	0.002657142	1.70271684	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
GABRQ	X29	0.005496096	1.676798424	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
TLL2	X29	0.00365812	1.648066096	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
CDH12	X29	0.000848208	1.625542642	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
NNAT	X29	9.95e-05	1.588830784	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
HS3ST4	X29	0.00143877	1.588674057	VMH_Lateral_border	Very interesting spatial pattern--upper border/hat of VMH in many samp. Uniquely and strongly strongly marked by hypocretin (HCRT).The marker list enriches for both excitatory and inhibitory cortical neuron types in allen mouse 2021 snrnaseq. Could be artifactual mix of VMH excitatory neuron reads with whatever lateral neuron population's reads, BUT the hyper-local HCRT enrichment suggests maybe legit. 
