gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	meanrank	samples_signif
ENSG00000141127	PRPSAP2	3440	1694	3900		5163	3365	4981	4769	5831	2948	4010.11111111111	10
ENSG00000141232	TOB1	3238				3989	3229	3768	3070	1919	734	2849.57142857143	8
ENSG00000141252	VPS53	3851	2648		3432	3255	3955	3040	4980	4372		3691.625	9
ENSG00000141258	SGSM2	1307	2050	1663	1609	2198	1803	1740	1794	1594	1958	1771.6	11
ENSG00000141279	NPEPPS	2920	1756	2439	2855	3178	2985	2390	2176	2374	2893	2596.6	11
ENSG00000141295	SCRN2					5333	4338			4823		4831.33333333333	4
ENSG00000141338	ABCA8					240	112	1424	2276	1067		1023.8	6
ENSG00000141349	G6PC3	1148	942	3635	814	2804	2851	1816	1923	2646		2064.33333333333	10
ENSG00000141367	CLTC	505	726	613	1248	617	791	432	470	462	554	641.8	11
ENSG00000141378	PTRH2					5418	3995		4412			4608.33333333333	4
ENSG00000141380	SS18						4719		5537	3438		4564.66666666667	4
ENSG00000141385	AFG3L2	2412		3942	2424	4690	4758	3272	3412	3405	1826	3349	10
ENSG00000141404	GNAL	1779	114	1949	507	1958	1301	1451	1099	1567		1302.77777777778	10
ENSG00000141424	SLC39A6	2757	1373		1293	2334	2491	3056	4514	3436	2907	2684.55555555556	10
ENSG00000141425	RPRD1A	2664	1905	2322	2682	1860	1784	1939	2669	2565	2779	2316.9	11
ENSG00000141429	GALNT1			3689		3796	3555	4308	4698	5836		4313.66666666667	7
ENSG00000141433	ADCYAP1	92	87	80	73	83	108	23	60	69	240	91.5	11
ENSG00000141441	GAREM1						3492		4924	4997		4471	4
ENSG00000141447	OSBPL1A	2065		874			5124	2223	4714	4720		3286.66666666667	7
ENSG00000141456	PELP1						5301	4769	5497	4543		5027.5	5
ENSG00000141458	NPC1			1457				2125		6275		3285.66666666667	4
ENSG00000141469	SLC14A1								1894	1636	1156	1562	4
ENSG00000141480	ARRB2			3788	3354	4369	3052	3046	4912	6496		4145.28571428571	8
ENSG00000141503	MINK1	4240	2571		2096	5767	5460	5051	4627	4219		4253.875	9
ENSG00000141504	SAT2	3362	2848	2674	2737	3180	4154	3567	3071	3554	2514	3166.1	11
ENSG00000141522	ARHGDIA	1306	2629	1636	938	1671	1579	1261	1120	2810	1344	1629.4	11
ENSG00000141540	TTYH2	1073		240	1169		1513	326	3278	4210		1687	8
ENSG00000141542	RAB40B	2292	308	1554	928	1868	1962	1146	3515	4968	1161	1970.2	11
ENSG00000141543	EIF4A3	3566		2569		3262	3063	5007	5052	5935	3085	3942.375	9
ENSG00000141551	CSNK1D	2771	2163	1699	1446	2629	2917	2339	2223	2352	2166	2270.5	11
ENSG00000141552	ANAPC11	4006		2239	3845	3732	6019	2921	3273	6486	2720	3915.66666666667	10
ENSG00000141556	TBCD	4595				5882	4314	3730	4415	5015		4658.5	7
ENSG00000141560	FN3KRP					5116		4502		6779		5465.66666666667	4
ENSG00000141562	NARF	2806			3046	3169	4774	4317	3822	3887		3688.71428571429	8
ENSG00000141568	FOXK2	3925				5263	4319	4897	4108	3736		4374.66666666667	7
ENSG00000141576	RNF157	4291	3261			3561	3435	2941	4085	3291		3552.14285714286	8
ENSG00000141580	WDR45B					4050	3620	3195	5316	5576	3014	4128.5	7
ENSG00000141582	CBX4	2483	2591	3879	3237	3742	4982	3369	3873	5255	1993	3540.4	11
ENSG00000141639	MAPK4	3522		1940		967	415	4253	1428	1320	986	1853.875	9
ENSG00000141644	MBD1	4510				5186	4637	3196	4414	5282		4537.5	7
ENSG00000141646	SMAD4	4028				5584	4785		3549	5387		4666.6	6
ENSG00000141668	CBLN2					776	296					536	3
ENSG00000141698	NT5C3B	3753	2860	3205		2938	2812	2302	2024	2162	3051	2789.66666666667	10
ENSG00000141699	RETREG3					5284	4795			5241		5106.66666666667	4
ENSG00000141736	ERBB2						232		1943	632		935.666666666667	4
ENSG00000141741	MIEN1	3237			2272	4042	4379	3726	4430	6374	2815	3909.375	9
ENSG00000141744	PNMT					1138						1138	2
ENSG00000141753	IGFBP4			1398		727	1257		666	385	211	774	7
ENSG00000141756	FKBP10									3216		3216	2
ENSG00000141759	TXNL4A	1405	1315	1968	975	1175	1636	1821	1656	1703	1656	1531	11
ENSG00000141837	CACNA1A	2561		2741	2621	4254	4103	4006	2245	1547		3009.75	9
ENSG00000141854	MISP3						4583					4583	2
ENSG00000141858	SAMD1				3174	5481		5082	5621	5961		5063.8	6
ENSG00000141867	BRD4	3907	3231		2357	5077		4591	4936	5213	3109	4052.625	9
ENSG00000141873	SLC39A3							4184	3882	5031		4365.66666666667	4
ENSG00000141905	NFIC	2873		1711		1463	1367	4845	3106	3212		2653.85714285714	8
ENSG00000141933	TPGS1					5449			5332			5390.5	3
ENSG00000141934	PLPP2							1176				1176	2
ENSG00000141959	PFKL	2826		2478		5835	6180	3114	4942	6410	2457	4280.25	9
ENSG00000142046	TMEM91	1768	1848	2180		2024	1680	843	1399	1644	2030	1712.88888888889	10
ENSG00000142082	SIRT3							4862		6101		5481.5	3
ENSG00000142089	IFITM3	2724	505	307	907	838	1006	2098	808	986	74	1025.3	11
ENSG00000142156	COL6A1	2347	2694	2880	2064	2489	1761	4926	1758	1618	1683	2422	11
ENSG00000142166	IFNAR1					5064		5090		6718		5624	4
ENSG00000142168	SOD1	289	618	293	438	773	853	361	471	700	351	514.7	11
ENSG00000142173	COL6A2					1132	726		1054	607		879.75	5
ENSG00000142186	SCYL1	4255			3497	4848	3591	3227	3647	4190		3893.57142857143	8
ENSG00000142188	TMEM50B	2974	2421	3211		2575	3795	2384	2323	2170	2761	2734.88888888889	10
ENSG00000142192	APP	1200	466	606	1448	496	655	1243	792	689	634	822.9	11
ENSG00000142207	URB1					5813				6703		6258	3
ENSG00000142208	AKT1					5312	5905	4564	3653	4409	2293	4356	7
ENSG00000142227	EMP3			2127					2581	2494		2400.66666666667	4
ENSG00000142230	SAE1	2982	2085	2956	3826	2794	1915	1474	2491	3044	1846	2541.3	11
ENSG00000142235	LMTK3	2232	2930	2546	2743	1905	2324	1440	1344	1781	1440	2068.5	11
ENSG00000142396	ERVK3-1	2172	2021	3744	1261	2740	2524	3828	2273	2636	1782	2498.1	11
ENSG00000142408	CACNG8			1173	535		2216	1634				1389.5	5
ENSG00000142453	CARM1	3745		3669	3275		4726	4144		5231		4131.66666666667	7
ENSG00000142459	EVI5L				3150		3456	3928	4465	6548		4309.4	6
ENSG00000142507	PSMB6	1239	2991	1833	1786	1523	2467	2491	1778	1949	2238	2029.5	11
ENSG00000142534	RPS11	1304	1541	1390	2113	624	951	1393	1184	1763	1056	1331.9	11
ENSG00000142541	RPL13A	657	1531	1048	1487	473	377	654	871	1037	691	882.6	11
ENSG00000142546	NOSIP					5572			5383	6770		5908.33333333333	4
ENSG00000142549	IGLON5						3783					3783	2
ENSG00000142599	RERE	1595	2865	2387	2493	1956	2062	2486	1744	1157	1545	2029	11
ENSG00000142634	EFHD2	2563		2287	2083	3449	3384	1582	3366	3369		2760.375	9
ENSG00000142657	PGD	3669		2777		5223	3051	3064	3957	3918		3665.57142857143	8
ENSG00000142669	SH3BGRL3	625	1559	1385	2970	1023	2240	2689	1170	1804	1499	1696.4	11
ENSG00000142676	RPL11	703	1692	1634		1604	855	937	1547	1515	757	1249.33333333333	10
ENSG00000142684	ZNF593	3067				5254	5330	4051	4075	6288		4677.5	7
ENSG00000142686	C1orf216	2697	2965		3270	3179	3782	3105	3678	2408		3135.5	9
ENSG00000142687	KIAA0319L	4047	3277		2814	4490	5290	4707	4142	4535		4162.75	9
ENSG00000142784	WDTC1							3742		5921		4831.5	3
ENSG00000142856	ITGB3BP									4851		4851	2
ENSG00000142864	SERBP1	2912		2731		3320	4046	3881	4589	5688		3881	8
ENSG00000142871	CCN1			1890						531	100	840.333333333333	4
ENSG00000142875	PRKACB	950	358	436	998	226	230	612	615	648	441	551.4	11
ENSG00000142892	PIGK				3720	3712	4318	4754	5167	5842		4585.5	7
ENSG00000142937	RPS8	423	645	450	443	600	844	690	1151	1539	737	752.2	11
ENSG00000142949	PTPRF	2735		3197	1899	3295	1947	2312	3353	4165	2046	2772.11111111111	10
ENSG00000143013	LMO4	1879	1175	1546	765	1350	1164	2592	2317	3091	2362	1824.1	11
ENSG00000143093	STRIP1				3858	4156	3897	3563		5207		4136.2	6
ENSG00000143106	PSMA5	3000		2896	1529	1936	3651	3484	2635	2713	2122	2662.88888888889	10
ENSG00000143126	CELSR2	4324	2093	2656	3477	3893	4063	2420		6425		3668.875	9
ENSG00000143149	ALDH9A1	3241	3072	3256	2983	4404	2661	3122	3138	3204	3189	3227	11
ENSG00000143153	ATP1B1	348	321	215	400	109	136	566	291	325	157	286.8	11
ENSG00000143155	TIPRL	1900	2554	3766		4994	4471	2920	3262	4880	3113	3540	10
ENSG00000143156	NME7					5781	5350		3856	3766		4688.25	5
ENSG00000143158	MPC2	3034	1668	1368	1672	1433	2129	2474	1826	1904	2222	1973	11
ENSG00000143162	CREG1	3557		3127		4874	3846	4124	5090	5945		4366.14285714286	8
ENSG00000143164	DCAF6					5377		4684		5140		5067	4
ENSG00000143171	RXRG	1162		866	732	1689	1372	1825		2385		1433	8
ENSG00000143179	UCK2	4153										4153	2
ENSG00000143183	TMCO1	2638	2171	3015	2177	1703	3017	4651	3305	2115	2488	2728	11
ENSG00000143195	ILDR2	3035				4708	2522		2676	2358		3059.8	6
ENSG00000143198	MGST3	674	1031	1016	721	1248	2097	1009	748	819	699	1006.2	11
ENSG00000143222	UFC1	1575	2250	2153		2685	3293	2310	1103	1475	2619	2162.55555555556	10
ENSG00000143248	RGS5	1265	2454	4039		279	484	3466	3415	2160		2195.25	9
ENSG00000143252	SDHC	4120	3044	3667		3839	6245	3441	3081	3853		3911.25	9
ENSG00000143256	PFDN2	1259	594	1670	508	1100	1359	2219	1362	1746	1051	1286.8	11
ENSG00000143294	PRCC	4338				5109			4585	4217		4562.25	5
ENSG00000143314	MRPL24					5881			5346	6896		6041	4
ENSG00000143315	PIGM									6765		6765	2
ENSG00000143321	HDGF				3773		4647	4255	5479	6212		4873.2	6
ENSG00000143324	XPR1	2574	1099	2275	2270	4098	3025	2615	3019	4268		2804.77777777778	10
ENSG00000143333	RGS16			1365	1026	1085	1710		3994	4435		2269.16666666667	7
ENSG00000143337	TOR1AIP1	3208	3267	3516		2896	2385		4076	2929		3182.42857142857	8
ENSG00000143344	RGL1			3646		4829	2924	5026	4011	6330		4461	7
ENSG00000143353	LYPLAL1				3327	5498	3790		5220	5278		4622.6	6
ENSG00000143376	SNX27		3230	3799		4116		5057	5217	6794		4702.16666666667	7
ENSG00000143384	MCL1	2686		1817			6227	5061	4049	4207	955	3571.71428571429	8
ENSG00000143393	PI4KB			3866		3833	6243	4993	4331	4079		4557.5	7
ENSG00000143398	PIP5K1A									5212		5212	2
ENSG00000143401	ANP32E	4209		3381		3892	5756	3160	5048	4439		4269.28571428572	8
ENSG00000143416	SELENBP1									6527		6527	2
ENSG00000143418	CERS2	891		485	1823	2250	1430	787	2990	2815	1736	1689.66666666667	10
ENSG00000143420	ENSA	4003	2697	1712		2207	4625	2088	1731	2546		2701.125	9
ENSG00000143434	SEMA6C						4559					4559	2
ENSG00000143436	MRPL9		2891			3622	4989	4519	3181	3733		3822.5	7
ENSG00000143442	POGZ	4278				5702	3889		5009	5419		4859.4	6
ENSG00000143457	GOLPH3L									4100		4100	2
ENSG00000143499	SMYD2	2230			2282	2498	2455	1872	2138	2183		2236.85714285714	8
ENSG00000143502	SUSD4	988	1950	1112	574	743	901	1356	1076	1121	1144	1096.5	11
ENSG00000143514	TP53BP2			3387	3899	5866	4768	4884	3477	4192	1719	4024	9
ENSG00000143543	JTB	1347	2149	1708	755	1485	1726	1726	1451	1357	1170	1487.4	11
ENSG00000143545	RAB13	1345		940		1106	2006		3726	4216		2223.16666666667	7
ENSG00000143546	S100A8			1534								1534	2
ENSG00000143549	TPM3	2164	3131	2065		2441	4493	1591	2749	2595		2653.625	9
ENSG00000143553	SNAPIN					5923				5868		5895.5	3
ENSG00000143569	UBAP2L	3507		2694	1988	4153	5164	4142	3089	4130		3608.375	9
ENSG00000143570	SLC39A1									4650		4650	2
ENSG00000143575	HAX1	1444	2839	2261	1098	1461	2283	2239	1645	2420		1965.55555555556	10
ENSG00000143590	EFNA3					2657	2172					2414.5	3
ENSG00000143603	KCNN3			4013	3834			4555	5607	4936		4589	6
ENSG00000143612	C1orf43	3544		2396	2112	3039	4453	2180	5105	4609		3429.75	9
ENSG00000143621	ILF2	1878	2530	2961	2315	2656	2848	3194	2388	3979	1456	2620.5	11
ENSG00000143624	INTS3	2936			2901	4694	4138	3958	2709	4681	2855	3609	9
ENSG00000143632	ACTA1					701	980			1153		944.666666666667	4
ENSG00000143641	GALNT2	4040		1598	2954	4824	4139	4816	2918	3503		3599	9
ENSG00000143653	SCCPDH	1865	2444	1661	1676	2881	2914	2632	4064	4945	3108	2819	11
ENSG00000143702	CEP170	3355	1779	3195		2712	3062	4449	5063	5026	2185	3425.11111111111	10
ENSG00000143727	ACP1	1205	3049	3013	932	1633	1691	2324	2166	2261	1702	1997.6	11
ENSG00000143740	SNAP47	4401				4626	5098	3861	3360	3293		4106.5	7
ENSG00000143742	SRP9	817	306	796	1837	1297	1546	1552	1142	940	858	1109.1	11
ENSG00000143753	DEGS1	1863	2952	3729	2969	2291	2489	2715	1573	2865	1552	2499.8	11
ENSG00000143756	FBXO28									5933		5933	2
ENSG00000143761	ARF1	560	852	712	683	547	541	480	537	556	520	598.8	11
ENSG00000143771	CNIH4	3553			3935	3271	5801	4486	3958	4770		4253.42857142857	8
ENSG00000143772	ITPKB	2224	2211	561	1312	2715	1166	2411	3390	3353	1158	2050.1	11
ENSG00000143774	GUK1	2083		1464	1557	1605	3381	1890	1185	2241	2891	2033	10
ENSG00000143776	CDC42BPA				3544	5025	5795	4823	5539	6351		5179.5	7
ENSG00000143797	MBOAT2	4418		3041		4192	5393	4704		6667		4735.83333333333	7
ENSG00000143799	PARP1	3956		3274		5970		3990		6507		4739.4	6
ENSG00000143801	PSEN2						4636			4511		4573.5	3
ENSG00000143811	PYCR2					4053	4184	3777	2867	3560	2711	3525.33333333333	7
ENSG00000143819	EPHX1	4528	2563	3555	3449	469	525	2833	777	1016	1189	2090.4	11
ENSG00000143850	PLEKHA6	4217	2252		2380	4101	3681	3541	4454	3181		3475.875	9
ENSG00000143862	ARL8A	4058		2591	3206	4594	4728	3569	5371	6565		4335.25	9
ENSG00000143870	PDIA6	3171	2037	2426	1907	2853	2456	2808	2841	2535		2559.33333333333	10
ENSG00000143878	RHOB	1360	2727	798		3643	4808	1217	3545	4917	768	2642.55555555556	10
ENSG00000143889	HNRNPLL	4378		3219		5247	5138		4345	5721		4674.66666666667	7
ENSG00000143933	CALM2	424	500	255	221	197	146	383	557	673	120	347.6	11
ENSG00000143947	RPS27A	533	818	1133	587	874	786	620	1217	1307	992	886.7	11
ENSG00000143977	SNRPG	2560	2335	3584	1120	2074	2760	3380	1570	1992	1136	2251.1	11
ENSG00000144021	CIAO1	3973	2889		2932	3827	5392	4487	4269	4047		3977	9
ENSG00000144028	SNRNP200	3720		3357	3169	5661	4095	3280	3866	2911	2995	3672.66666666667	10
ENSG00000144029	MRPS5	3883			3295	4289	6123		4861	5807		4709.66666666667	7
ENSG00000144034	TPRKB		2611	3892		3682	4029		4544	4529		3881.16666666667	7
ENSG00000144036	EXOC6B	4260		3670	3865			4341		6990		4625.2	6
ENSG00000144040	SFXN5		2186	1681	3114	2678	3677	2004	2625	2274		2529.875	9
ENSG00000144043	TEX261					4405	3489		5393	5275		4640.5	5
ENSG00000144061	NPHP1									2533		2533	2
ENSG00000144115	THNSL2	3243			1495	3528	3672		3499	3111		3091.33333333333	7
ENSG00000144118	RALB				3697		6029		5244	6273		5310.75	5
ENSG00000144119	C1QL2				557	1047	801	158			290	570.6	6
ENSG00000144136	SLC20A1	1589				5360	4239		5675	5420	1884	4027.83333333333	7
ENSG00000144199	FAHD2B					5204	4712					4958	3
ENSG00000144218	AFF3	2286			1811	1498	1151	3193		2571		2085	7
ENSG00000144224	UBXN4			3697	2602	4020	5334	3716	4994	6879		4463.14285714286	8
ENSG00000144283	PKP4	2367	3153	1156	2909	5400	2406	1380	5255	4247		3141.44444444444	10
ENSG00000144285	SCN1A	2076				3012	1729		2658	3280		2551	6
ENSG00000144290	SLC4A10	1619	1854	1693	3610	1001	1279	550	846	767	1222	1444.1	11
ENSG00000144320	LNPK	4219			3696	4972	6009	4725	5448	6799		5124	8
ENSG00000144339	TMEFF2	1445	1101	840	474	606	543	1777	1420	2301	586	1109.3	11
ENSG00000144355	DLX1	1070	169	985	156	247	276	1012	1268	1125		700.888888888889	10
ENSG00000144357	UBR3	2777		3922		3401	2717	3719	3027	4748	2807	3389.75	9
ENSG00000144366	GULP1				273	1210	888					790.333333333333	4
ENSG00000144369	FAM171B	2051	471	847	2106	2760	2204	751	1005	863	1240	1429.8	11
ENSG00000144381	HSPD1	1874	1452	142	1140	2009	2092	1144	1983	2479	988	1530.3	11
ENSG00000144406	UNC80	2604	1307	1569		2783	2647	2059	2136	2940	2337	2264.66666666667	10
ENSG00000144451	SPAG16	4048		3508	2194	3122	4413	4402	3314	3619	3129	3527.66666666667	10
ENSG00000144455	SUMF1						4506					4506	2
ENSG00000144485	HES6									5007		5007	2
ENSG00000144560	VGLL4						2631		4098	3155		3294.66666666667	4
ENSG00000144566	RAB5A	3629	2597	3749	3807	5193		4331	4370	4422	2053	3794.55555555556	10
ENSG00000144567	RETREG2	1630	1019	1277	1521	1443	1109	1406	1333	1155	1734	1362.7	11
ENSG00000144579	CTDSP1									5512		5512	2
ENSG00000144580	CNOT9				3688	4903	5407					4666	4
ENSG00000144597	EAF1	3133		1666	2578	3723	3142	4088	3228	2415		2996.625	9
ENSG00000144635	DYNC1LI1	1139	2140	2822	1209	2583	2991	2650	1936	2813	2388	2267.1	11
ENSG00000144642	RBMS3	2812			999	2363				5000		2793.5	5
ENSG00000144647	POMGNT2	2732				3232	3562	2471	2158	3375	1984	2787.71428571429	8
ENSG00000144655	CSRNP1			2786							687	1736.5	3
ENSG00000144659	SLC25A38	2710					3792		3388	5319		3802.25	5
ENSG00000144674	GOLGA4	3773		3074		4757		5062	4663	5908		4539.5	7
ENSG00000144711	IQSEC1	2687	1769	1773	2479	1403	1596	1955	2912	1432	1194	1920	11
ENSG00000144712	CAND2						4058					4058	2
ENSG00000144713	RPL32	495	701	917	1204	1105	837	703	1125	2027	1441	1055.5	11
ENSG00000144724	PTPRG	932				2590	1318		955	1408		1440.6	6
ENSG00000144744	UBA3	4476				5134	5408		5275	6488	2778	4926.5	7
ENSG00000144746	ARL6IP5	958	1389	1736	361	648	841	1131	1697	1770	1339	1187	11
ENSG00000144747	TMF1					5075			5700	5669		5481.33333333333	4
ENSG00000144749	LRIG1	3582	1529	2916	3079	2542	3095	1965	3254	5199	2576	2973.7	11
ENSG00000144810	COL8A1									720		720	2
ENSG00000144815	NXPE3						4812	4927				4869.5	3
ENSG00000144827	ABHD10	3013		2969		5341	4672	3955	3565	3273	2603	3673.875	9
ENSG00000144834	TAGLN3	256	603	237	303	212	167	153	111	139	342	252.3	11
ENSG00000144840	RABL3				3623			4984		5754		4787	4
ENSG00000144848	ATG3			3768	2514	4764		4701			3181	3785.6	6
ENSG00000144867	SRPRB	2779		3602		4062		3613	3915	4191		3693.66666666667	7
ENSG00000144868	TMEM108					3535				4653		4094	3
ENSG00000144891	AGTR1					526	346			329		400.333333333333	4
ENSG00000144893	MED12L	3475										3475	2
ENSG00000144895	EIF2A	4033		3967	2291	4513	5389		4629	5717		4362.71428571429	8
ENSG00000144908	ALDH1L1									6140		6140	2
ENSG00000144935	TRPC1				3535	3325	4481			4677		4004.5	5
ENSG00000144959	NCEH1	2918	2539	2503	2952	1971	1631	2141	2143	3117		2435	10
ENSG00000145012	LPP			3382						6719		5050.5	3
ENSG00000145016	RUBCN	3619				5724	4686	3326	5012	4783	2299	4207	8
ENSG00000145022	TCTA	4080			2066	2948	3878		4164	5048		3697.33333333333	7
ENSG00000145029	NICN1				3843							3843	2
ENSG00000145050	MANF	1325		2936	1198	3287	3617	4325	1800	3058		2693.25	9
ENSG00000145147	SLIT2	1349	611		2249	2476	1595	2577	1012	739	1682	1587.77777777778	10
ENSG00000145191	EIF2B5	2253	2731		3063	2649	4343	3856	3623	3610	2808	3215.11111111111	10
ENSG00000145194	ECE2	880	600	1977	1301	1379	1027	918	919	1300	1372	1167.3	11
ENSG00000145214	DGKQ					4649	3077	1495				3073.66666666667	4
ENSG00000145216	FIP1L1								4913	6432		5672.5	3
ENSG00000145242	EPHA5					2238	3211					2724.5	3
ENSG00000145247	OCIAD2	1041		2004	1086	1943	1955	987	862	1448	1267	1399.22222222222	10
ENSG00000145248	SLC10A4	965	475		974	1759	919	513	1160	1338	1032	1015	10
ENSG00000145284	SCD5	1224	346	889	967	1093	1405	1229	1667	1381	1185	1138.6	11
ENSG00000145293	ENOPH1			3558		4238	4316	3244	4937	6752		4507.5	7
ENSG00000145332	KLHL8	4700										4700	2
ENSG00000145335	SNCA	430	472	170	70	98	134	658	533	659	343	356.7	11
ENSG00000145337	PYURF	2161	1416	1851	1274	2851	3596	3892	2587	2786	2314	2472.8	11
ENSG00000145348	TBCK				3735				4822	6423		4993.33333333333	4
ENSG00000145349	CAMK2D	1934	655	1672	3586	1288	1418	704	1772	1552	1576	1615.7	11
ENSG00000145354	CISD2	2263	613	2055	1913	2101	2174	4561	2705	2966	3159	2451	11
ENSG00000145362	ANK2	727	858	564	813	1166	1525	452	635	778	941	845.9	11
ENSG00000145391	SETD7			2981						6162		4571.5	3
ENSG00000145416	MARCH1	3549	2687	3730	2762	3505	3881	4215	4889			3652.25	9
ENSG00000145423	SFRP2					180	196		745	359		370	5
ENSG00000145425	RPS3A	385	616	702	625	317	625	922	1000	1488	605	728.5	11
ENSG00000145428	RNF175	3105			2779	4332	3159		1589	2031		2832.5	7
ENSG00000145439	CBR4	3680				4877	4299		4224	5142		4444.4	6
ENSG00000145451	GLRA3	804	756	519	341	1007	819	1527	568	919		806.666666666667	10
ENSG00000145476	CYP4V2					5624	5719			6424		5922.33333333333	4
ENSG00000145494	NDUFS6	1568		3151	3519	1910	3093	1730	2160	2430	3016	2508.55555555556	10
ENSG00000145495	MARCH6	624	374	1194	699	984	1110	1177	1030	794	795	878.1	11
ENSG00000145526	CDH18	2166	783	1897		2775	2564	1480	1708	1973		1918.25	9
ENSG00000145545	SRD5A1					5188	3772	3120		3342		3855.5	5
ENSG00000145555	MYO10		2428			2165	876	5030	3741	2363		2767.16666666667	7
ENSG00000145592	RPL37	394	1080	462	1148	611	423	431	1631	1428	1149	875.7	11
ENSG00000145632	PLK2						2548					2548	2
ENSG00000145642	SHISAL2B	330			201	127	212		322	290	148	232.857142857143	8
ENSG00000145675	PIK3R1	4450		3714	2930	3958	3540			6398		4165	7
ENSG00000145687	SSBP2	1193	1577	2941	1755	2942	2137	1798	1281	983	1278	1788.5	11
ENSG00000145708	CRHBP			190		491	544				1025	562.5	5
ENSG00000145715	RASA1	3975				3526	2963	3053	5563	5625		4117.5	7
ENSG00000145721	LIX1	4646		2302		1974	1958	2161	2750	3103		2699.14285714286	8
ENSG00000145725	PPIP5K2				3199	3021	2609			4888		3429.25	5
ENSG00000145730	PAM	319	157	261	677	694	955	251	163	167	519	416.3	11
ENSG00000145734	BDP1			3215			5316			6421		4984	4
ENSG00000145740	SLC30A5					5963	5533			3672		5056	4
ENSG00000145741	BTF3	1177	1526	1370	550	1279	2089	1668	2250	2206	1371	1548.6	11
ENSG00000145743	FBXL17	3148	3208	2156		4248	3629	2146	2888	2603		3003.25	9
ENSG00000145780	FEM1C									6806		6806	2
ENSG00000145782	ATG12	3964	2402	3917	2069	3854	5233	4261	4385	6452		4059.66666666667	10
ENSG00000145794	MEGF10					1053	376		3156	2279		1716	5
ENSG00000145817	YIPF5	3445	2596	3549	1238	2653	2629	2457	3261	2464		2699.11111111111	10
ENSG00000145819	ARHGAP26	4403		2258	2741	3380	2257	1952	4083	4016		3136.25	9
ENSG00000145824	CXCL14	1409	27	718	2747		4556	2291	658	366		1596.5	9
ENSG00000145833	DDX46			3780		4884	5786			6682		5283	5
ENSG00000145860	RNF145	2015	2852	1907	2405	2991	2229	3174	1513	989	2650	2272.5	11
ENSG00000145864	GABRB2	973	1017	766	522	849	846	1445	727	1004		905.444444444444	10
ENSG00000145901	TNIP1								4487	6553		5520	3
ENSG00000145907	G3BP1	3966	2627	3954		5542	5573	4805	4060	4031		4319.75	9
ENSG00000145912	NHP2	1530	2555	1667	2739	1870	3423	2048	1974	2454	2666	2292.6	11
ENSG00000145919	BOD1	2341	2709	2780		4069	4011	4274	3094	4357		3454.375	9
ENSG00000145920	CPLX2	399	242	625	645	947	972	447	264	198	624	536.3	11
ENSG00000145934	TENM2	445	1011	853	525	937	728	1993	979	970		937.888888888889	10
