gene_symbol	xenium_gene	disorders	tested_tf	xpr_vVMH	xpr_vVMH_M	xpr_vVMH_F	xpr_vARC	xpr_vARC_M	xpr_vARC_F	vARC_sexDE_fdrsig	vVMH_sexDE_fdrsig	vARC_sexDE_nomsig	vVMH_sexDE_nomsig	xARC_sexDE_FDRpt1clusts	xVMH_sexDE_FDRpt1clusts
VCP	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FANCG	No		NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
PIGO	No	BMI, NDD	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353795.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
STOML2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FAM214B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
UNC13B	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RUSC2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL133476.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FAM166B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TESK1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CD72	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SIT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RMRP	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CCDC107	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ARHGEF39	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CA9	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TPM2	No	BMI, AD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
TLN1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CREB3	No		YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GBA2	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RGP1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MSMP	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL133410.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL133410.1	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NPR2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
SPAG8	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
HINT2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TMEM8B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FAM221B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
HRCT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SPAAR	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL135841.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RECK	No	BMI	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GLIPR2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CCIN	No	ASD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CLTA	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GNE	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RNF38	No	SCZ, BMI, ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
MELK	No	SCZ, BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL450267.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PAX5	No	MDD, ASD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL161781.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01400	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL512604.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
EBLN3P	No	MDD, SCZ, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL512604.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZCCHC7	No	BMI, SCZ, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GRHPR	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	NO	NO
ZBTB5	No	MDD	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
POLR1E	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL513165.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FBXO10	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TOMM5	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
FRMPD1	No	BMI, MDD	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
TRMT10B	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
EXOSC3	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DCAF10	No	BMI, MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SLC25A51	No		NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
SHB	No		NO	YES	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL135785.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ALDH1B1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
IGFBPL1	No		NO	YES	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
ANKRD18A	Yes		NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	Tanycyte_2	NO
FAM201A	No		NO	YES	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL591543.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FAM240B	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL845311.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL953883.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CNTNAP3	No	ASD	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
FAM74A1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX005214.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GLIDR	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
BX664615.2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
ANKRD20A2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX664727.3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
BMS1P14	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FP325318.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353626.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX255923.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX255923.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXD4L6	No	BIP, GAD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CBWD6	No	BIP, MDD	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL845472.1	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AL591926.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL162731.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CNTNAP3B	Yes		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	YES	ARC_TAC3-ESR1, Tanycyte_2	NO
SPATA31A6	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL445584.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX088651.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX088651.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL590491.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX005040.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CNTNAP3C	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL935212.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FAM27C	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
AL391987.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL391987.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL391987.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL590399.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL590399.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX005266.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01410	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL512625.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL512625.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LERFS	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL512625.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CR786580.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ANKRD20A4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXD4L5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FP326651.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CBWD5	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FOXD4L4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL136317.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ANKRD20A3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZNF658	No	BMI	YES	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353770.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX664730.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FAM27E3	No	BIP	NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL627230.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ANKRD20A1	No	BIP, GAD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353608.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CBWD3	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FOXD4L3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PGM5	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
PGM5-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL161457.2	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
AL161457.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TMEM252-DT	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01506	No	AD	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PIP5K1B	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
FAM122A	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL354794.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
PRKACG	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FXN	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TJP2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
BANCR	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FAM189A2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
APBA1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353693.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL162412.1	No		NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO
PTAR1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
C9orf135-DT	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C9orf135	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
MAMDC2-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
MAMDC2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SMC5-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SMC5	No	SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL162390.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
KLF9	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TRPM3	No	BMI, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CEMIP2	Yes	BMI, AD	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
ABHD17B	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
C9orf85	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
C9orf57	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL583829.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GDA	No	ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL135924.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01504	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ZFAND5	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TMC1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01474	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ALDH1A1	No	BMI, AUD, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
ANXA1	Yes	ADHD, ASD	NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	Tanycyte_2	VMH_CRHR2
AL451127.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RORB-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RORB	Yes	SCZ, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	Tanycyte_1, Tanycyte_2	NO
AL137018.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TRPM6	No	BMI, SCZ	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C9orf40	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CARNMT1-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CARNMT1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL158825.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NMRK1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	YES	NO	NO	NO
OSTF1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	YES	NO	NO
PCSK5	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
RFK	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GCNT1	No	BMI	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
PRUNE2	No	ASD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PCA3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353637.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FOXB2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
VPS13A-AS1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
VPS13A	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GNA14	No		NO	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO
GNAQ	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CEP78	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
PSAT1	No	NDD, SCZ	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LNCARSR	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TLE4	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL161782.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01507	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL138749.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
TLE1	No	MDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL591368.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SPATA31D4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL158154.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL162726.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RASEF	No		NO	NO	NO	NO	YES	NO	YES	NO	NO	YES	NO	NO	NO
AL499602.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL137847.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
FRMD3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL137847.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
IDNK	No	ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
UBQLN1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL354920.1	No		NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
GKAP1	No	ADHD, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL354733.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL354733.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
KIF27	No	BMI, ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
C9orf64	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
HNRNPK	No	BMI, ADHD, SCZ, ASD, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL354733.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
RMI1	No	ADHD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL390838.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
SLC28A3	No	BMI	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL356134.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL157886.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NTRK2	No	ASD, MDD, AUD, SCZ, BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL354897.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL354897.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL583827.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AGTPBP1	No	BMI, NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL157882.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353743.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
NAA35	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
GOLM1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL161447.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C9orf153	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ISCA1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
TUT7	No	BMI	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL158828.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GAS1	No		NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
GAS1RR	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL513318.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
C9orf170	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353752.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DAPK1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
DAPK1-IT1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CTSL	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SPATA31E1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353572.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CDK20	No	AUD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353572.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL353748.3	No		NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
SPIN1	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NXNL2	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
LINC02843	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
S1PR3	No		NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SHC3	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353150.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
CKS2	No	BMI, MDD	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SECISBP2	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SEMA4D	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL161910.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
GADD45G	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL606807.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
BX470209.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL161629.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01508	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC01501	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
DIRAS2	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
SYK	No		NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO
AL162585.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL355607.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL158071.4	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL158071.3	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL158071.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
LINC00484	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AL158071.5	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
AUH	No	NDD	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NFIL3	No	BMI	YES	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL353764.1	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
ROR2	No	NDD	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
SPTLC1	No	BMI	NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
AL136097.2	No		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
IARS	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
NOL8	No		NO	YES	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
CENPP	No		NO	NO	YES	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO
