gene	cluster_set	cluster
NOL4	hvg10_SNNk15	12
ENC1	hvg10_SNNk15	12
SCN3B	hvg10_SNNk15	12
NELL2	hvg10_SNNk15	12
EPDR1	hvg10_SNNk15	12
EPCAM	hvg10_SNNk15	12
RTP5	hvg10_SNNk15	12
SYT1	hvg10_SNNk15	12
NNAT	hvg10_SNNk15	12
SYN1	hvg10_SNNk15	12
ATP2B4	hvg10_SNNk15	12
CNIH2	hvg10_SNNk15	12
NSF	hvg10_SNNk15	12
CITED1	hvg10_SNNk15	12
SCN2B	hvg10_SNNk15	12
PIANP	hvg10_SNNk15	12
KCNQ3	hvg10_SNNk15	12
CLSTN2	hvg10_SNNk15	12
CAP2	hvg10_SNNk15	12
MAP2K4	hvg10_SNNk15	12
CNTNAP1	hvg10_SNNk15	12
GPX3	hvg10_SNNk15	12
CDKN2D	hvg10_SNNk15	12
RAB3A	hvg10_SNNk15	12
NAPB	hvg10_SNNk15	12
GABBR2	hvg10_SNNk15	12
SUSD4	hvg10_SNNk15	12
PGAP1	hvg10_SNNk15	12
PGM2L1	hvg10_SNNk15	12
BAIAP2	hvg10_SNNk15	12
TUBA4A	hvg10_SNNk15	12
PSD	hvg10_SNNk15	12
SYT5	hvg10_SNNk15	12
INA	hvg10_SNNk15	12
FBXL16	hvg10_SNNk15	12
ERICH3	hvg10_SNNk15	12
PNMA8A	hvg10_SNNk15	12
SVOP	hvg10_SNNk15	12
ATCAY	hvg10_SNNk15	12
RAP1GAP	hvg10_SNNk15	12
ST8SIA3	hvg10_SNNk15	12
ADGRB2	hvg10_SNNk15	12
FKBP1B	hvg10_SNNk15	12
PTPRM	hvg10_SNNk15	12
GPRASP2	hvg10_SNNk15	12
PTPRN	hvg10_SNNk15	12
TMEM246	hvg10_SNNk15	12
ATL1	hvg10_SNNk15	12
SSBP4	hvg10_SNNk15	12
CHGB	hvg10_SNNk15	12
PNMA8C	hvg10_SNNk15	12
PAK3	hvg10_SNNk15	12
HPRT1	hvg10_SNNk15	12
MLLT11	hvg10_SNNk15	12
PNMA8B	hvg10_SNNk15	12
ATP8A2	hvg10_SNNk15	12
NECAB2	hvg10_SNNk15	12
TMEM181	hvg10_SNNk15	12
NCDN	hvg10_SNNk15	12
KIF3C	hvg10_SNNk15	12
SH3GL2	hvg10_SNNk15	12
KCNIP4	hvg10_SNNk15	12
OPCML	hvg10_SNNk15	12
JPT1	hvg10_SNNk15	12
ELOVL4	hvg10_SNNk15	12
NSG1	hvg10_SNNk15	12
SLC2A3	hvg10_SNNk15	12
CX3CL1	hvg10_SNNk15	12
ACHE	hvg10_SNNk15	12
CMIP	hvg10_SNNk15	12
CARTPT	hvg10_SNNk15	12
TUSC3	hvg10_SNNk15	12
DMTN	hvg10_SNNk15	12
TSPYL2	hvg10_SNNk15	12
BAIAP3	hvg10_SNNk15	12
SYBU	hvg10_SNNk15	12
PLPPR2	hvg10_SNNk15	12
BEX5	hvg10_SNNk15	12
MEG3	hvg10_SNNk15	12
MIAT	hvg10_SNNk15	12
CELF3	hvg10_SNNk15	12
NECAP1	hvg10_SNNk15	12
CD200	hvg10_SNNk15	12
PRKAR1B	hvg10_SNNk15	12
SYNGR3	hvg10_SNNk15	12
SYP	hvg10_SNNk15	12
TBC1D9	hvg10_SNNk15	12
VWA5A	hvg10_SNNk15	12
CSRNP3	hvg10_SNNk15	12
TSPYL4	hvg10_SNNk15	12
NAP1L3	hvg10_SNNk15	12
AMPH	hvg10_SNNk15	12
SPINT2	hvg10_SNNk15	12
PPP3CB	hvg10_SNNk15	12
LPCAT4	hvg10_SNNk15	12
PRRT1	hvg10_SNNk15	12
MOAP1	hvg10_SNNk15	12
STOML1	hvg10_SNNk15	12
MAP2K1	hvg10_SNNk15	12
GPRASP1	hvg10_SNNk15	12
TAGLN3	hvg10_SNNk15	12
ZCCHC12	hvg10_SNNk15	12
JPH3	hvg10_SNNk15	12
MAPRE3	hvg10_SNNk15	12
ENTPD6	hvg10_SNNk15	12
CHN1	hvg10_SNNk15	12
FAM3C	hvg10_SNNk15	12
KIF5A	hvg10_SNNk15	12
ADGRB3	hvg10_SNNk15	12
MAPK8IP2	hvg10_SNNk15	12
TCAF1	hvg10_SNNk15	12
SV2A	hvg10_SNNk15	12
SNCG	hvg10_SNNk15	12
P4HTM	hvg10_SNNk15	12
NPTN	hvg10_SNNk15	12
PDXP	hvg10_SNNk15	12
TMEM130	hvg10_SNNk15	12
ABHD14A	hvg10_SNNk15	12
HSPA4L	hvg10_SNNk15	12
MBOAT7	hvg10_SNNk15	12
CRMP1	hvg10_SNNk15	12
FRRS1L	hvg10_SNNk15	12
GOT1	hvg10_SNNk15	12
NAP1L5	hvg10_SNNk15	12
STXBP1	hvg10_SNNk15	12
PAM	hvg10_SNNk15	12
TRIM37	hvg10_SNNk15	12
TMEM14A	hvg10_SNNk15	12
AUXG01000058.1	hvg10_SNNk15	12
HSD11B1L	hvg10_SNNk15	12
DGCR2	hvg10_SNNk15	12
ATP6V1B2	hvg10_SNNk15	12
MAPK9	hvg10_SNNk15	12
BMERB1	hvg10_SNNk15	12
HSPH1	hvg10_SNNk15	12
RUNDC3A	hvg10_SNNk15	12
ACOT7	hvg10_SNNk15	12
AGAP3	hvg10_SNNk15	12
RBFOX2	hvg10_SNNk15	12
PFKP	hvg10_SNNk15	12
PI4KA	hvg10_SNNk15	12
CYFIP2	hvg10_SNNk15	12
OCRL	hvg10_SNNk15	12
TPRG1L	hvg10_SNNk15	12
AHI1	hvg10_SNNk15	12
SLC25A22	hvg10_SNNk15	12
BLCAP	hvg10_SNNk15	12
GNG3	hvg10_SNNk15	12
ARHGEF9	hvg10_SNNk15	12
SLC9A6	hvg10_SNNk15	12
ARHGDIG	hvg10_SNNk15	12
REEP2	hvg10_SNNk15	12
SCAMP5	hvg10_SNNk15	12
SMARCD3	hvg10_SNNk15	12
LY6E	hvg10_SNNk15	12
USP11	hvg10_SNNk15	12
ATP13A2	hvg10_SNNk15	12
RFK	hvg10_SNNk15	12
ATP6V1A	hvg10_SNNk15	12
GRK2	hvg10_SNNk15	12
HK1	hvg10_SNNk15	12
ZYG11B	hvg10_SNNk15	12
PTPRN2	hvg10_SNNk15	12
AMPD2	hvg10_SNNk15	12
MEAF6	hvg10_SNNk15	12
SEZ6L2	hvg10_SNNk15	12
NPY1R	hvg10_SNNk15	13
TAC3	hvg10_SNNk15	13
TBX3	hvg10_SNNk15	13
GLRA2	hvg10_SNNk15	13
GABRE	hvg10_SNNk15	13
GABRQ	hvg10_SNNk15	13
SHISAL2B	hvg10_SNNk15	13
DLK1	hvg10_SNNk15	13
AGRP	hvg10_SNNk15	13
IGFBP3	hvg10_SNNk15	13
WIF1	hvg10_SNNk15	13
SSTR1	hvg10_SNNk15	13
MIR7-3HG	hvg10_SNNk15	13
PWWP3B	hvg10_SNNk15	13
RADX	hvg10_SNNk15	13
ARHGAP36	hvg10_SNNk15	13
PGR	hvg10_SNNk15	13
GHRH	hvg10_SNNk15	13
QPCT	hvg10_SNNk15	13
VGLL3	hvg10_SNNk15	13
ISL1	hvg10_SNNk15	13
FNDC9	hvg10_SNNk15	13
TMOD1	hvg10_SNNk15	13
PCOLCE2	hvg10_SNNk15	13
TSPAN13	hvg10_SNNk15	13
NPY	hvg10_SNNk15	13
FGF14	hvg10_SNNk15	13
AL035425.3	hvg10_SNNk15	13
PRLR	hvg10_SNNk15	13
CELF5	hvg10_SNNk15	13
TMEM35A	hvg10_SNNk15	13
SLC4A10	hvg10_SNNk15	13
AC107398.3	hvg10_SNNk15	13
IGSF1	hvg10_SNNk15	13
SCN9A	hvg10_SNNk15	13
SV2C	hvg10_SNNk15	13
GAD1	hvg10_SNNk15	13
NXPH1	hvg10_SNNk15	13
RBP4	hvg10_SNNk15	13
NGB	hvg10_SNNk15	13
PTGER3	hvg10_SNNk15	13
PARM1	hvg10_SNNk15	13
OTP	hvg10_SNNk15	13
GAL	hvg10_SNNk15	13
KIAA1324	hvg10_SNNk15	13
TDRD9	hvg10_SNNk15	13
MAGEL2	hvg10_SNNk15	13
USP27X	hvg10_SNNk15	13
LBH	hvg10_SNNk15	13
GRIK1	hvg10_SNNk15	13
TAC1	hvg10_SNNk15	13
IL13RA2	hvg10_SNNk15	13
L1CAM	hvg10_SNNk15	13
RALYL	hvg10_SNNk15	13
C22orf42	hvg10_SNNk15	13
CELF3	hvg10_SNNk15	13
NLGN4X	hvg10_SNNk15	13
SCN3A	hvg10_SNNk15	13
NPNT	hvg10_SNNk15	13
ENC1	hvg10_SNNk15	13
FAM174A	hvg10_SNNk15	13
VWA5A	hvg10_SNNk15	13
NHLH2	hvg10_SNNk15	13
MDK	hvg10_SNNk15	13
EFNB3	hvg10_SNNk15	13
TMEM17	hvg10_SNNk15	13
KLHDC8B	hvg10_SNNk15	13
SVOP	hvg10_SNNk15	13
CELF6	hvg10_SNNk15	13
TMEM271	hvg10_SNNk15	13
AMPH	hvg10_SNNk15	13
NPTX2	hvg10_SNNk15	13
PNMA3	hvg10_SNNk15	13
TSTD1	hvg10_SNNk15	13
CLSTN3	hvg10_SNNk15	13
ATCAY	hvg10_SNNk15	13
TRO	hvg10_SNNk15	13
SLC26A11	hvg10_SNNk15	13
TOX2	hvg10_SNNk15	13
PNMA6F	hvg10_SNNk15	13
MIAT	hvg10_SNNk15	13
JPH4	hvg10_SNNk15	13
OLFM3	hvg10_SNNk15	13
KCTD10	hvg10_SNNk15	13
MMP17	hvg10_SNNk15	13
ECEL1	hvg10_SNNk15	13
CARTPT	hvg10_SNNk15	13
FBLL1	hvg10_SNNk15	13
C2CD4C	hvg10_SNNk15	13
CHGA	hvg10_SNNk15	13
ST8SIA3	hvg10_SNNk15	13
RASD1	hvg10_SNNk15	13
SEZ6L	hvg10_SNNk15	13
PIANP	hvg10_SNNk15	13
CACNA1B	hvg10_SNNk15	13
TTC9B	hvg10_SNNk15	13
FNDC10	hvg10_SNNk15	13
COL7A1	hvg10_SNNk15	13
SYT5	hvg10_SNNk15	13
NECAB2	hvg10_SNNk15	13
EPCAM	hvg10_SNNk15	13
CYB561	hvg10_SNNk15	13
MX1	hvg10_SNNk15	13
SULT4A1	hvg10_SNNk15	13
FKBP11	hvg10_SNNk15	13
TMEM179	hvg10_SNNk15	13
KIF9	hvg10_SNNk15	13
MAGEE1	hvg10_SNNk15	13
SUSD4	hvg10_SNNk15	13
TTC8	hvg10_SNNk15	13
GALNT16	hvg10_SNNk15	13
FXYD7	hvg10_SNNk15	13
STAT1	hvg10_SNNk15	13
GABRB3	hvg10_SNNk15	13
UNC5D	hvg10_SNNk15	13
GPRASP2	hvg10_SNNk15	13
SHC2	hvg10_SNNk15	13
CACNB2	hvg10_SNNk15	13
MBTPS1	hvg10_SNNk15	13
SLC25A14	hvg10_SNNk15	13
MEIS3	hvg10_SNNk15	13
GSTA4	hvg10_SNNk15	13
HPRT1	hvg10_SNNk15	13
NUDT11	hvg10_SNNk15	13
GPRASP1	hvg10_SNNk15	13
MAST1	hvg10_SNNk15	13
ECE2	hvg10_SNNk15	13
ACHE	hvg10_SNNk15	13
CITED1	hvg10_SNNk15	13
CNIH2	hvg10_SNNk15	13
LRRN2	hvg10_SNNk15	13
PNMA8C	hvg10_SNNk15	13
NELL2	hvg10_SNNk15	13
GPX3	hvg10_SNNk15	13
TUSC3	hvg10_SNNk15	13
LPCAT4	hvg10_SNNk15	13
HSPA4L	hvg10_SNNk15	13
GAS6	hvg10_SNNk15	13
SGSM1	hvg10_SNNk15	13
OCIAD2	hvg10_SNNk15	13
SYNGR3	hvg10_SNNk15	13
RGS4	hvg10_SNNk15	13
FAM155A	hvg10_SNNk15	13
OGDHL	hvg10_SNNk15	13
CD200	hvg10_SNNk15	13
REEP1	hvg10_SNNk15	13
RBFOX2	hvg10_SNNk15	13
CHGB	hvg10_SNNk15	13
AHI1	hvg10_SNNk15	13
SLC2A3	hvg10_SNNk15	13
SYBU	hvg10_SNNk15	13
KCNH2	hvg10_SNNk15	13
LYSMD2	hvg10_SNNk15	13
JPT1	hvg10_SNNk15	13
TSPYL2	hvg10_SNNk15	13
GNG2	hvg10_SNNk15	13
SNAP25	hvg10_SNNk15	14
APLNR	hvg10_SNNk15	15
DRD1	hvg10_SNNk15	16
SCGN	hvg10_SNNk15	17
GALNT15	hvg10_SNNk15	18
PDYN	hvg10_SNNk15	19
TRDN	hvg20_SNNk15	1
WIF1	hvg20_SNNk15	1
CRYM	hvg20_SNNk15	1
CRLF1	hvg20_SNNk15	1
APLNR	hvg20_SNNk15	2
ANKRD34B	hvg20_SNNk15	3
FEZF1	hvg20_SNNk15	3
SLC17A6	hvg20_SNNk15	3
NRGN	hvg20_SNNk15	3
RBFOX1	hvg20_SNNk15	3
CDH13	hvg20_SNNk15	3
ADCYAP1	hvg20_SNNk15	3
LAMP5	hvg20_SNNk15	3
NR2F2	hvg20_SNNk15	3
HS3ST4	hvg20_SNNk15	3
RASGRF2	hvg20_SNNk15	3
NPTX2	hvg20_SNNk15	3
GABRA5	hvg20_SNNk15	3
CD24	hvg20_SNNk15	3
PCDH19	hvg20_SNNk15	3
CACNA2D1	hvg20_SNNk15	3
PENK	hvg20_SNNk15	3
FXYD7	hvg20_SNNk15	3
GABRG2	hvg20_SNNk15	3
TAC1	hvg20_SNNk15	3
TMEM215	hvg20_SNNk15	3
CA10	hvg20_SNNk15	3
CAMKV	hvg20_SNNk15	3
PCSK1	hvg20_SNNk15	3
CAMK2A	hvg20_SNNk15	3
CNR1	hvg20_SNNk15	3
GDA	hvg20_SNNk15	3
VSNL1	hvg20_SNNk15	3
LBHD2	hvg20_SNNk15	3
CBLN1	hvg20_SNNk15	3
NGB	hvg20_SNNk15	3
DOC2A	hvg20_SNNk15	3
HRH3	hvg20_SNNk15	3
DGKK	hvg20_SNNk15	3
TMEM35A	hvg20_SNNk15	3
PNCK	hvg20_SNNk15	3
GABRA1	hvg20_SNNk15	3
NPTX1	hvg20_SNNk15	3
SEZ6L	hvg20_SNNk15	3
HS6ST2	hvg20_SNNk15	3
CCK	hvg20_SNNk15	3
VSTM2A	hvg20_SNNk15	3
TMEM158	hvg20_SNNk15	3
GRIA2	hvg20_SNNk15	3
SNCA	hvg20_SNNk15	3
GLRA3	hvg20_SNNk15	3
TENM2	hvg20_SNNk15	3
CLEC2L	hvg20_SNNk15	3
DIRAS3	hvg20_SNNk15	3
TMEM163	hvg20_SNNk15	3
RBP4	hvg20_SNNk15	3
SOX1	hvg20_SNNk15	3
FGF12	hvg20_SNNk15	3
SCN2A	hvg20_SNNk15	3
PCSK2	hvg20_SNNk15	3
SYN2	hvg20_SNNk15	3
LMO3	hvg20_SNNk15	3
EFNB3	hvg20_SNNk15	3
MYT1L	hvg20_SNNk15	3
LONRF2	hvg20_SNNk15	3
GNAL	hvg20_SNNk15	3
CAMK1G	hvg20_SNNk15	3
CALB2	hvg20_SNNk15	3
ITPR1	hvg20_SNNk15	3
CDK5R1	hvg20_SNNk15	3
RAB3B	hvg20_SNNk15	3
PCDH7	hvg20_SNNk15	3
CLSTN3	hvg20_SNNk15	3
RAB3C	hvg20_SNNk15	3
CBLN4	hvg20_SNNk15	3
SYT4	hvg20_SNNk15	3
CTXN1	hvg20_SNNk15	3
CARTPT	hvg20_SNNk15	3
VSTM2L	hvg20_SNNk15	3
SNCB	hvg20_SNNk15	3
MRTFB	hvg20_SNNk15	3
HPCAL4	hvg20_SNNk15	3
PLPPR4	hvg20_SNNk15	3
SLIT1	hvg20_SNNk15	3
CELF5	hvg20_SNNk15	3
SLC12A5	hvg20_SNNk15	3
CHGA	hvg20_SNNk15	3
NUDT11	hvg20_SNNk15	3
PLPPR3	hvg20_SNNk15	3
PCP4	hvg20_SNNk15	3
SYT13	hvg20_SNNk15	3
GNG2	hvg20_SNNk15	3
ELK1	hvg20_SNNk15	3
AC107398.3	hvg20_SNNk15	3
TTC9B	hvg20_SNNk15	3
DNM1	hvg20_SNNk15	3
GRIN1	hvg20_SNNk15	3
NT5DC3	hvg20_SNNk15	3
FGF14	hvg20_SNNk15	3
NSG2	hvg20_SNNk15	3
JPH4	hvg20_SNNk15	3
PNMA6F	hvg20_SNNk15	3
PHYHIP	hvg20_SNNk15	3
RTP5	hvg20_SNNk15	3
CAMK2B	hvg20_SNNk15	3
PNMA3	hvg20_SNNk15	3
UBE2QL1	hvg20_SNNk15	3
GUCY1B1	hvg20_SNNk15	3
GALNT16	hvg20_SNNk15	3
PRRT2	hvg20_SNNk15	3
PNMA8B	hvg20_SNNk15	3
SYN1	hvg20_SNNk15	3
NEFL	hvg20_SNNk15	3
QPCT	hvg20_SNNk15	3
CALB1	hvg20_SNNk15	3
GABRB3	hvg20_SNNk15	3
NNAT	hvg20_SNNk15	3
MLLT11	hvg20_SNNk15	3
FKBP1A	hvg20_SNNk15	3
GRIA1	hvg20_SNNk15	3
PACSIN1	hvg20_SNNk15	3
ATCAY	hvg20_SNNk15	3
RALYL	hvg20_SNNk15	3
FBXL16	hvg20_SNNk15	3
GPX3	hvg20_SNNk15	3
CD83	hvg20_SNNk15	3
PCLO	hvg20_SNNk15	3
NCALD	hvg20_SNNk15	3
SSBP4	hvg20_SNNk15	3
SLC24A3	hvg20_SNNk15	3
KIF3C	hvg20_SNNk15	3
CAMK2N2	hvg20_SNNk15	3
ENC1	hvg20_SNNk15	3
ELMOD1	hvg20_SNNk15	3
STX1B	hvg20_SNNk15	3
SLC8A1	hvg20_SNNk15	3
FABP6	hvg20_SNNk15	3
SLC4A10	hvg20_SNNk15	3
PTPRN	hvg20_SNNk15	3
NAP1L2	hvg20_SNNk15	3
CAP2	hvg20_SNNk15	3
SULT4A1	hvg20_SNNk15	3
SYT1	hvg20_SNNk15	3
TUBA4A	hvg20_SNNk15	3
EPDR1	hvg20_SNNk15	3
NSG1	hvg20_SNNk15	3
NAPB	hvg20_SNNk15	3
KCNQ3	hvg20_SNNk15	3
NECAP1	hvg20_SNNk15	3
GLRB	hvg20_SNNk15	3
CNIH2	hvg20_SNNk15	3
NOL4	hvg20_SNNk15	3
CHST1	hvg20_SNNk15	3
BEX5	hvg20_SNNk15	3
PRKAR1B	hvg20_SNNk15	3
CDKN2D	hvg20_SNNk15	3
ERICH3	hvg20_SNNk15	3
ZCCHC12	hvg20_SNNk15	3
BAIAP2	hvg20_SNNk15	3
PNMA8C	hvg20_SNNk15	3
CHGB	hvg20_SNNk15	3
NCDN	hvg20_SNNk15	3
FKBP1B	hvg20_SNNk15	3
SNAP91	hvg20_SNNk15	3
SCN2B	hvg20_SNNk15	3
PNMA8A	hvg20_SNNk15	3
PIANP	hvg20_SNNk15	3
MEG3	hvg20_SNNk15	3
RAB3A	hvg20_SNNk15	3
OPCML	hvg20_SNNk15	3
TSPYL4	hvg20_SNNk15	3
TMEM246	hvg20_SNNk15	3
PTPRM	hvg20_SNNk15	3
RAP1GAP	hvg20_SNNk15	3
ATP2B4	hvg20_SNNk15	3
NRXN1	hvg20_SNNk15	3
GPRASP2	hvg20_SNNk15	3
RUNDC3A	hvg20_SNNk15	3
AHI1	hvg20_SNNk15	3
CNTNAP1	hvg20_SNNk15	3
GABBR2	hvg20_SNNk15	3
PGM2L1	hvg20_SNNk15	3
NAP1L3	hvg20_SNNk15	3
JPT1	hvg20_SNNk15	3
INA	hvg20_SNNk15	3
TSPAN13	hvg20_SNNk15	3
TMEM255A	hvg20_SNNk15	3
L1CAM	hvg20_SNNk15	3
SUSD4	hvg20_SNNk15	3
TAGLN3	hvg20_SNNk15	3
PSD	hvg20_SNNk15	3
SYP	hvg20_SNNk15	3
MAGEE1	hvg20_SNNk15	3
CHN1	hvg20_SNNk15	3
CELF4	hvg20_SNNk15	3
HPRT1	hvg20_SNNk15	3
MOAP1	hvg20_SNNk15	3
SH3GL2	hvg20_SNNk15	3
TMEM130	hvg20_SNNk15	3
BAIAP3	hvg20_SNNk15	3
SYT5	hvg20_SNNk15	3
PGAP1	hvg20_SNNk15	3
NSF	hvg20_SNNk15	3
ACHE	hvg20_SNNk15	3
NECAB2	hvg20_SNNk15	3
MAP2K4	hvg20_SNNk15	3
PAK3	hvg20_SNNk15	3
CELF3	hvg20_SNNk15	3
CX3CL1	hvg20_SNNk15	3
ADGRB3	hvg20_SNNk15	3
NPTN	hvg20_SNNk15	3
MAPRE3	hvg20_SNNk15	3
KCNIP4	hvg20_SNNk15	3
MAP2K1	hvg20_SNNk15	3
SV2A	hvg20_SNNk15	3
TSPYL2	hvg20_SNNk15	3
SCN3B	hvg20_SNNk15	3
PTPN5	hvg20_SNNk15	3
DMTN	hvg20_SNNk15	3
ST8SIA3	hvg20_SNNk15	3
TUSC3	hvg20_SNNk15	3
ADGRB2	hvg20_SNNk15	3
SVOP	hvg20_SNNk15	3
PEG10	hvg20_SNNk15	3
SPINT2	hvg20_SNNk15	3
SYBU	hvg20_SNNk15	3
RAB6B	hvg20_SNNk15	3
ATL1	hvg20_SNNk15	3
SYNGR3	hvg20_SNNk15	3
PLPPR2	hvg20_SNNk15	3
PPP3CB	hvg20_SNNk15	3
NELL2	hvg20_SNNk15	3
ACOT7	hvg20_SNNk15	3
STXBP1	hvg20_SNNk15	3
SNCG	hvg20_SNNk15	3
AUXG01000058.1	hvg20_SNNk15	3
CSRNP3	hvg20_SNNk15	3
SLC2A3	hvg20_SNNk15	3
ELOVL4	hvg20_SNNk15	3
MAPK8IP2	hvg20_SNNk15	3
PPP3CA	hvg20_SNNk15	3
HSPH1	hvg20_SNNk15	3
GPRASP1	hvg20_SNNk15	3
KIF5A	hvg20_SNNk15	3
CD200	hvg20_SNNk15	3
TBC1D9	hvg20_SNNk15	3
HSPA4L	hvg20_SNNk15	3
BLCAP	hvg20_SNNk15	3
GOT1	hvg20_SNNk15	3
CYFIP2	hvg20_SNNk15	3
CMIP	hvg20_SNNk15	3
JPH3	hvg20_SNNk15	3
NAP1L5	hvg20_SNNk15	3
PRRT1	hvg20_SNNk15	3
MBOAT7	hvg20_SNNk15	3
PAM	hvg20_SNNk15	3
TMEM14A	hvg20_SNNk15	3
FRRS1L	hvg20_SNNk15	3
PDXP	hvg20_SNNk15	3
ATP8A2	hvg20_SNNk15	3
EEF1A2	hvg20_SNNk15	3
ATP6V1B2	hvg20_SNNk15	3
FAM3C	hvg20_SNNk15	3
LPCAT4	hvg20_SNNk15	3
AGAP3	hvg20_SNNk15	3
USP11	hvg20_SNNk15	3
CRMP1	hvg20_SNNk15	3
PFKP	hvg20_SNNk15	3
ATP1A3	hvg20_SNNk15	3
THY1	hvg20_SNNk15	3
TCAF1	hvg20_SNNk15	3
PNMA2	hvg20_SNNk15	3
INPP5F	hvg20_SNNk15	3
SEZ6L2	hvg20_SNNk15	3
GNG3	hvg20_SNNk15	3
ENTPD6	hvg20_SNNk15	3
PI4KA	hvg20_SNNk15	3
NDN	hvg20_SNNk15	3
MAPK9	hvg20_SNNk15	3
DNAJA4	hvg20_SNNk15	3
SCAMP5	hvg20_SNNk15	3
BMERB1	hvg20_SNNk15	3
TSPYL1	hvg20_SNNk15	3
ATP6V1A	hvg20_SNNk15	3
TPRG1L	hvg20_SNNk15	3
PTMS	hvg20_SNNk15	3
OCRL	hvg20_SNNk15	3
TRIM37	hvg20_SNNk15	3
RFK	hvg20_SNNk15	3
LY6H	hvg20_SNNk15	3
PTPRN2	hvg20_SNNk15	3
REEP2	hvg20_SNNk15	3
AMPD2	hvg20_SNNk15	3
HK1	hvg20_SNNk15	3
AMPH	hvg20_SNNk15	3
RBFOX2	hvg20_SNNk15	3
SLC9A6	hvg20_SNNk15	3
ATP13A2	hvg20_SNNk15	3
STMN3	hvg20_SNNk15	3
ARHGDIG	hvg20_SNNk15	3
SMARCD3	hvg20_SNNk15	3
ARHGEF9	hvg20_SNNk15	3
BASP1	hvg20_SNNk15	3
ABHD14A	hvg20_SNNk15	3
MEAF6	hvg20_SNNk15	3
ZYG11B	hvg20_SNNk15	3
DNAJC5	hvg20_SNNk15	3
VAT1L	hvg20_SNNk15	3
LY6E	hvg20_SNNk15	3
AKAP12	hvg20_SNNk15	3
GPI	hvg20_SNNk15	3
GABBR1	hvg20_SNNk15	3
VWA5A	hvg20_SNNk15	3
ERMN	hvg20_SNNk15	4
VSNL1	hvg20_SNNk15	5
GAD1	hvg20_SNNk15	5
GABRA1	hvg20_SNNk15	5
GAD2	hvg20_SNNk15	5
GABRG2	hvg20_SNNk15	5
SYNGR3	hvg20_SNNk15	5
SNCB	hvg20_SNNk15	5
CALB2	hvg20_SNNk15	5
NAP1L3	hvg20_SNNk15	5
VSTM2L	hvg20_SNNk15	5
SLC12A5	hvg20_SNNk15	5
SV2A	hvg20_SNNk15	5
INA	hvg20_SNNk15	5
CELF4	hvg20_SNNk15	5
CALB1	hvg20_SNNk15	5
SYT1	hvg20_SNNk15	5
DNM1	hvg20_SNNk15	5
NSG2	hvg20_SNNk15	5
NSG1	hvg20_SNNk15	5
DIRAS3	hvg20_SNNk15	5
GRIN1	hvg20_SNNk15	5
PRKAR1B	hvg20_SNNk15	5
AUXG01000058.1	hvg20_SNNk15	5
TMEM130	hvg20_SNNk15	5
SYN1	hvg20_SNNk15	5
NAPB	hvg20_SNNk15	5
MEG3	hvg20_SNNk15	5
SYP	hvg20_SNNk15	5
NSF	hvg20_SNNk15	5
STXBP1	hvg20_SNNk15	5
CD200	hvg20_SNNk15	5
CFAP73	hvg20_SNNk15	6
POMC	hvg20_SNNk15	7
ISL1	hvg20_SNNk15	7
GABRG2	hvg20_SNNk15	7
GHRH	hvg20_SNNk15	7
GLRA2	hvg20_SNNk15	7
GABRE	hvg20_SNNk15	7
GABRQ	hvg20_SNNk15	7
VSNL1	hvg20_SNNk15	7
GAL	hvg20_SNNk15	7
TBX3	hvg20_SNNk15	7
ARHGAP36	hvg20_SNNk15	7
NPY	hvg20_SNNk15	7
WIF1	hvg20_SNNk15	7
RADX	hvg20_SNNk15	7
ELAVL4	hvg20_SNNk15	7
GAD1	hvg20_SNNk15	7
SHISAL2B	hvg20_SNNk15	7
DLK1	hvg20_SNNk15	7
CELF5	hvg20_SNNk15	7
MIR7-3HG	hvg20_SNNk15	7
RBP4	hvg20_SNNk15	7
AGRP	hvg20_SNNk15	7
TMEM35A	hvg20_SNNk15	7
IGSF1	hvg20_SNNk15	7
FNDC9	hvg20_SNNk15	7
NPY1R	hvg20_SNNk15	7
OTP	hvg20_SNNk15	7
TMOD1	hvg20_SNNk15	7
QPCT	hvg20_SNNk15	7
GRIA2	hvg20_SNNk15	7
ELAVL2	hvg20_SNNk15	7
NGB	hvg20_SNNk15	7
ECEL1	hvg20_SNNk15	7
MT1G	hvg20_SNNk15	7
SLC32A1	hvg20_SNNk15	7
AL035425.3	hvg20_SNNk15	7
L1CAM	hvg20_SNNk15	7
DIRAS3	hvg20_SNNk15	7
SLC4A10	hvg20_SNNk15	7
SSTR1	hvg20_SNNk15	7
SYT4	hvg20_SNNk15	7
ATCAY	hvg20_SNNk15	7
GRIK1	hvg20_SNNk15	7
PCSK1	hvg20_SNNk15	7
NECAP1	hvg20_SNNk15	7
TSPAN13	hvg20_SNNk15	7
CLSTN3	hvg20_SNNk15	7
CHGB	hvg20_SNNk15	7
PCDH7	hvg20_SNNk15	7
NPTX2	hvg20_SNNk15	7
MAGEL2	hvg20_SNNk15	7
GAD2	hvg20_SNNk15	7
CITED1	hvg20_SNNk15	7
PTGER3	hvg20_SNNk15	7
SCN2A	hvg20_SNNk15	7
AC107398.3	hvg20_SNNk15	7
AMPH	hvg20_SNNk15	7
FGF14	hvg20_SNNk15	7
LBH	hvg20_SNNk15	7
NSG2	hvg20_SNNk15	7
EFNB3	hvg20_SNNk15	7
TOX2	hvg20_SNNk15	7
SEZ6L	hvg20_SNNk15	7
CXXC4	hvg20_SNNk15	7
