gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000164690	SHH								252		1	252
ENSG00000164713	BRI3				563	467					2	515
ENSG00000164733	CTSB					471					1	471
ENSG00000164742	ADCY1				644						1	644
ENSG00000164751	PEX2						1009				1	1009
ENSG00000164796	CSMD3				936						1	936
ENSG00000164823	OSGIN2					788					1	788
ENSG00000164828	SUN1					883					1	883
ENSG00000164830	OXR1			342		584					2	463
ENSG00000164885	CDK5								190		1	190
ENSG00000164896	FASTK							547			1	547
ENSG00000164919	COX6C		125	158		171	210				4	166
ENSG00000164924	YWHAZ	80	255		202	843					4	345
ENSG00000164929	BAALC							718			1	718
ENSG00000164951	PDP1						1052				1	1052
ENSG00000164953	TMEM67					806					1	806
ENSG00000164972	C9orf24			623							1	623
ENSG00000164976	MYORG		844								1	844
ENSG00000164985	PSIP1								393		1	393
ENSG00000165006	UBAP1						930				1	930
ENSG00000165028	NIPSNAP3B		272		484						2	378
ENSG00000165060	FXN							561			1	561
ENSG00000165092	ALDH1A1		216	382	854	60					4	378
ENSG00000165102	HGSNAT							717			1	717
ENSG00000165115	KIF27							603			1	603
ENSG00000165119	HNRNPK				783	522	886				3	730.333333333333
ENSG00000165152	TMEM246			254	474	849	161				4	434.5
ENSG00000165169	DYNLT3								418		1	418
ENSG00000165185	KIAA1958						719				1	719
ENSG00000165194	PCDH19	88	151	103	618	157	731	131			7	282.714285714286
ENSG00000165195	PIGA		163								1	163
ENSG00000165209	STRBP	197									1	197
ENSG00000165233	CARD19						444				1	444
ENSG00000165264	NDUFB6	378	682	692	814	460	166				6	532
ENSG00000165280	VCP					562		336			2	449
ENSG00000165283	STOML2							406			1	406
ENSG00000165312	OTUD1		782								1	782
ENSG00000165349	SLC7A3	336				543					2	439.5
ENSG00000165410	CFL2									379	1	379
ENSG00000165416	SUGT1						912				1	912
ENSG00000165434	PGM2L1				326	792		556			3	558
ENSG00000165443	PHYHIPL		384								1	384
ENSG00000165458	INPPL1		975								1	975
ENSG00000165502	RPL36AL						1019	615			2	817
ENSG00000165507	DEPP1						1013				1	1013
ENSG00000165516	KLHDC2					1027					1	1027
ENSG00000165525	NEMF			675			996				2	835.5
ENSG00000165553	NGB		918		1081	391	218				4	652
ENSG00000165572	KBTBD6					447					1	447
ENSG00000165591	FAAH2						842				1	842
ENSG00000165630	PRPF18		736								1	736
ENSG00000165632	TAF3								168		1	168
ENSG00000165637	VDAC2									213	1	213
ENSG00000165646	SLC18A2						15			46	2	30.5
ENSG00000165661	QSOX2					1080					1	1080
ENSG00000165669	FAM204A				588						1	588
ENSG00000165671	NSD1			408							1	408
ENSG00000165672	PRDX3				739						1	739
ENSG00000165678	GHITM								467	231	2	349
ENSG00000165688	PMPCA									177	1	177
ENSG00000165689	ENTR1		935								1	935
ENSG00000165699	TSC1								394		1	394
ENSG00000165704	HPRT1				497		931	739			3	722.333333333333
ENSG00000165714	BORCS5	377									1	377
ENSG00000165731	RET					335					1	335
ENSG00000165733	BMS1				1183						1	1183
ENSG00000165757	JCAD							418			1	418
ENSG00000165775	FUNDC2				902						1	902
ENSG00000165782	PIP4P1					798					1	798
ENSG00000165795	NDRG2			64	562	87	216		196		5	225
ENSG00000165914	TTC7B	405									1	405
ENSG00000165916	PSMC3		869								1	869
ENSG00000165943	MOAP1		896			375					2	635.5
ENSG00000165949	IFI27		87	536			564				3	395.666666666667
ENSG00000165973	NELL1	171						277	461		3	303
ENSG00000166002	SMCO4			517		560	794				3	623.666666666667
ENSG00000166006	KCNC2					625					1	625
ENSG00000166012	TAF1D				246						1	246
ENSG00000166033	HTRA1					797		772			2	784.5
ENSG00000166086	JAM3					963					1	963
ENSG00000166111	SVOP			231							1	231
ENSG00000166136	NDUFB8	224	241		864	748					4	519.25
ENSG00000166164	BRD7				1146						1	1146
ENSG00000166165	CKB			183		545					2	364
ENSG00000166169	POLL				856						1	856
ENSG00000166170	BAG5	306			268						2	287
ENSG00000166197	NOLC1						962				1	962
ENSG00000166206	GABRB3						171				1	171
ENSG00000166275	BORCS7							242			1	242
ENSG00000166292	TMEM100					1156	1096				2	1126
ENSG00000166313	APBB1							319			1	319
ENSG00000166326	TRIM44				841						1	841
ENSG00000166337	TAF10						426			129	2	277.5
ENSG00000166348	USP54									239	1	239
ENSG00000166402	TUB						1093				1	1093
ENSG00000166405	RIC3					1033	977				2	1005
ENSG00000166426	CRABP1			375			933				2	654
ENSG00000166432	ZMAT1		944								1	944
ENSG00000166441	RPL27A		308		269						2	288.5
ENSG00000166444	ST5		133								1	133
ENSG00000166448	TMEM130		337	76	228	810		656			5	421.4
ENSG00000166454	ATMIN					418					1	418
ENSG00000166471	TMEM41B				937						1	937
ENSG00000166478	ZNF143							372			1	372
ENSG00000166501	PRKCB							511			1	511
ENSG00000166508	MCM7							460			1	460
ENSG00000166548	TK2						965				1	965
ENSG00000166557	TMED3				1043						1	1043
ENSG00000166562	SEC11C			552	1160	938					3	883.333333333333
ENSG00000166582	CENPV	453								256	2	354.5
ENSG00000166595	CIAO2B				342		319				2	330.5
ENSG00000166619	BLCAP			584	847		180				3	537
ENSG00000166681	BEX3	247	171	144	172	187	129				6	175
ENSG00000166710	B2M	12	435		106	109					4	165.5
ENSG00000166741	NNMT		697								1	697
ENSG00000166780	BMERB1					266					1	266
ENSG00000166794	PPIB					646					1	646
ENSG00000166797	CIAO2A	138									1	138
ENSG00000166822	TMEM170A					876					1	876
ENSG00000166823	MESP1				1022						1	1022
ENSG00000166833	NAV2		614								1	614
ENSG00000166847	DCTN5							499			1	499
ENSG00000166848	TERF2IP				400						1	400
ENSG00000166862	CACNG2	188									1	188
ENSG00000166863	TAC3	353		34							2	193.5
ENSG00000166887	VPS39							478			1	478
ENSG00000166900	STX3								152		1	152
ENSG00000166908	PIP4K2C		231								1	231
ENSG00000166912	MTMR10						693				1	693
ENSG00000166913	YWHAB		192		564	279	312	476	249		6	345.333333333333
ENSG00000166922	SCG5	319	285	178	491	133	414	113	84		8	252.125
ENSG00000166925	TSC22D4				193	434			347	82	4	264
ENSG00000166938	DIS3L					737					1	737
ENSG00000166946	CCNDBP1				632						1	632
ENSG00000166963	MAP1A	117		409							2	263
ENSG00000166974	MAPRE2				692	231		505			3	476
ENSG00000167004	PDIA3					888			456		2	672
ENSG00000167081	PBX3				997						1	997
ENSG00000167088	SNRPD1						950				1	950
ENSG00000167114	SLC27A4								178		1	178
ENSG00000167123	CERCAM	149									1	149
ENSG00000167136	ENDOG						1059				1	1059
ENSG00000167178	ISLR2				1034						1	1034
ENSG00000167186	COQ7			469							1	469
ENSG00000167191	GPRC5B			148							1	148
ENSG00000167193	CRK				883						1	883
ENSG00000167232	ZNF91					533					1	533
ENSG00000167257	RNF214		643								1	643
ENSG00000167258	CDK12				1167						1	1167
ENSG00000167272	POP5	407									1	407
ENSG00000167281	RBFOX3						370				1	370
ENSG00000167283	ATP5MG		138		696	269					3	367.666666666667
ENSG00000167302	TEPSIN						868				1	868
ENSG00000167306	MYO5B		942								1	942
ENSG00000167315	ACAA2					679					1	679
ENSG00000167371	PRRT2		743	674		528	769				4	678.5
ENSG00000167377	ZNF23				1036						1	1036
ENSG00000167393	PPP2R3B		665								1	665
ENSG00000167460	TPM4			643							1	643
ENSG00000167461	RAB8A		90								1	90
ENSG00000167468	GPX4				378		636				2	507
ENSG00000167523	SPATA33	305									1	305
ENSG00000167526	RPL13	283			1054	407					3	581.333333333333
ENSG00000167535	CACNB3						351	542			2	446.5
ENSG00000167549	CORO6						295		478		2	386.5
ENSG00000167552	TUBA1A	112	369	91	1118	371	87				6	358
ENSG00000167578	RAB4B		517					335			2	426
ENSG00000167614	TTYH1			362	624		979			184	4	537.25
ENSG00000167619	TMEM145					488					1	488
ENSG00000167641	PPP1R14A									161	1	161
ENSG00000167642	SPINT2				393	229	926				3	516
ENSG00000167680	SEMA6B				865						1	865
ENSG00000167702	KIFC2							455			1	455
ENSG00000167733	HSD11B1L						984				1	984
ENSG00000167747	C19orf48							649			1	649
ENSG00000167755	KLK6							678			1	678
ENSG00000167770	OTUB1		548			676					2	612
ENSG00000167772	ANGPTL4		80								1	80
ENSG00000167778	SPRYD3						586				1	586
ENSG00000167792	NDUFV1						732				1	732
ENSG00000167815	PRDX2				685		991				2	838
ENSG00000167861	HID1									257	1	257
ENSG00000167863	ATP5PD					331					1	331
ENSG00000167881	SRP68					895					1	895
ENSG00000167889	MGAT5B			350							1	350
ENSG00000167904	TMEM68									156	1	156
ENSG00000167930	FAM234A		499								1	499
ENSG00000167962	ZNF598		561								1	561
ENSG00000167996	FTH1		313	140	247	568	317		77		6	277
ENSG00000168000	BSCL2	218	263	93	404	790	98				6	311
ENSG00000168003	SLC3A2									254	1	254
ENSG00000168028	RPSA					1037					1	1037
ENSG00000168036	CTNNB1						563				1	563
ENSG00000168066	SF1		892								1	892
ENSG00000168081	PNOC						873				1	873
ENSG00000168092	PAFAH1B2				799						1	799
ENSG00000168135	KCNJ4					837					1	837
ENSG00000168209	DDIT4				753				272		2	512.5
ENSG00000168243	GNG4		491			870					2	680.5
ENSG00000168275	COA6						881				1	881
ENSG00000168283	BMI1				1187						1	1187
ENSG00000168309	FAM107A						929	447			2	688
ENSG00000168314	MOBP			116	295	716	114	517	527	98	7	340.428571428571
ENSG00000168374	ARF4				449		705				2	577
ENSG00000168389	MFSD2A									343	1	343
ENSG00000168439	STIP1		653								1	653
ENSG00000168461	RAB31					950					1	950
ENSG00000168488	ATXN2L		356								1	356
ENSG00000168490	PHYHIP	300			384			491			3	391.666666666667
ENSG00000168502	MTCL1					804		400			2	602
ENSG00000168556	ING2		806								1	806
ENSG00000168575	SLC20A2		393								1	393
ENSG00000168589	DYNLRB2								248		1	248
ENSG00000168653	NDUFS5	184		226			157	421		372	5	272
ENSG00000168701	TMEM208						667				1	667
ENSG00000168702	LRP1B		980								1	980
ENSG00000168710	AHCYL1		129	88	169		1076		267		5	345.8
ENSG00000168763	CNNM3		843					730			2	786.5
ENSG00000168785	TSPAN5			305							1	305
ENSG00000168806	LCMT2							493			1	493
ENSG00000168818	STX18			659							1	659
ENSG00000168824	NSG1	189	855						352		3	465.333333333333
ENSG00000168843	FSTL5			315	984	389					3	562.666666666667
ENSG00000168875	SOX14			124		508			137		3	256.333333333333
ENSG00000168884	TNIP2			680							1	680
ENSG00000168913	ENHO				256	936					2	596
ENSG00000168917	SLC35G2					824					1	824
ENSG00000168952	STXBP6			308							1	308
ENSG00000168959	GRM5				1074						1	1074
ENSG00000168993	CPLX1				860		194				2	527
ENSG00000169006	NTSR2				260						1	260
ENSG00000169019	COMMD8				1085			704			2	894.5
ENSG00000169020	ATP5ME		402			377					2	389.5
ENSG00000169021	UQCRFS1		962		711						2	836.5
ENSG00000169032	MAP2K1					278					1	278
ENSG00000169035	KLK7		619					469		109	3	399
ENSG00000169045	HNRNPH1	331									1	331
ENSG00000169085	VXN		792								1	792
ENSG00000169093	ASMTL						476				1	476
ENSG00000169100	SLC25A6		276								1	276
ENSG00000169122	FAM110B		436								1	436
ENSG00000169139	UBE2V2				372		473				2	422.5
ENSG00000169169	CPT1C					1104					1	1104
ENSG00000169180	XPO6						783	293			2	538
ENSG00000169184	MN1		628		650						2	639
ENSG00000169189	NSMCE1				1031				326		2	678.5
ENSG00000169213	RAB3B							513			1	513
ENSG00000169217	CD2BP2				909						1	909
ENSG00000169220	RGS14									292	1	292
ENSG00000169228	RAB24							618			1	618
ENSG00000169230	PRELID1		732								1	732
ENSG00000169251	NMD3		833								1	833
ENSG00000169255	B3GALNT1					334					1	334
ENSG00000169282	KCNAB1			456	454	537	735	760			5	588.4
ENSG00000169297	NR0B1						734				1	734
ENSG00000169375	SIN3A			561							1	561
ENSG00000169439	SDC2				99	188					2	143.5
ENSG00000169515	CCDC8								104		1	104
ENSG00000169519	METTL15		779								1	779
ENSG00000169554	ZEB2			706		1164					2	935
ENSG00000169567	HINT1	84	391	490	343	146	195	349			7	285.428571428571
ENSG00000169692	AGPAT2			690							1	690
ENSG00000169714	CNBP	248			608						2	428
ENSG00000169715	MT1E		284	714	796		431			102	5	465.4
ENSG00000169727	GPS1	199									1	199
ENSG00000169744	LDB2				572						1	572
ENSG00000169750	RAC3						662	167			2	414.5
ENSG00000169760	NLGN1					1152					1	1152
ENSG00000169813	HNRNPF				754						1	754
ENSG00000169826	CSGALNACT2			669							1	669
ENSG00000169851	PCDH7				298	536	475	311			4	405
ENSG00000169860	P2RY1	374				1036					2	705
ENSG00000169862	CTNND2									95	1	95
ENSG00000169900	PYDC1				726		411				2	568.5
ENSG00000169905	TOR1AIP2				851						1	851
ENSG00000169955	ZNF747					869					1	869
ENSG00000169967	MAP3K2		515	549							2	532
ENSG00000169976	SF3B5		998								1	998
ENSG00000169992	NLGN2						807				1	807
ENSG00000170011	MYRIP					551		375			2	463
ENSG00000170017	ALCAM	59		152	41	85	75		317	271	7	142.857142857143
ENSG00000170027	YWHAG					286	321		245		3	284
ENSG00000170085	SIMC1		597								1	597
ENSG00000170091	NSG2							253			1	253
ENSG00000170153	RNF150							423			1	423
ENSG00000170162	VGLL2					205		590			2	397.5
ENSG00000170248	PDCD6IP	357									1	357
ENSG00000170296	GABARAP				625						1	625
ENSG00000170315	UBB	62	70	95	191	105	570		410		7	214.714285714286
ENSG00000170324	FRMPD2			188	261	132		192			4	193.25
ENSG00000170345	FOS		309	358				370	133	238	5	281.6
ENSG00000170348	TMED10				730						1	730
ENSG00000170382	LRRN2						508				1	508
ENSG00000170419	VSTM2A		481	424	114	442	359				5	364
ENSG00000170421	KRT8		244	721							2	482.5
ENSG00000170458	CD14		559				856		402		3	605.666666666667
ENSG00000170464	DNAJC18				610						1	610
ENSG00000170473	PYM1			753							1	753
ENSG00000170500	LONRF2					602					1	602
ENSG00000170540	ARL6IP1					717					1	717
ENSG00000170558	CDH2				880						1	880
ENSG00000170606	HSPA4		657								1	657
ENSG00000170619	COMMD5		921								1	921
ENSG00000170745	KCNS3								489		1	489
ENSG00000170776	AKAP13									331	1	331
ENSG00000170791	CHCHD7		996								1	996
ENSG00000170860	LSM3					761					1	761
ENSG00000170871	KIAA0232					800	834				2	817
ENSG00000170889	RPS9		706			836					2	771
ENSG00000170892	TSEN34			651							1	651
ENSG00000170893	TRH		31		49	36	119	11	19		6	44.1666666666667
ENSG00000170899	GSTA4									247	1	247
ENSG00000170903	MSANTD4							314			1	314
ENSG00000170906	NDUFA3						141				1	141
ENSG00000170921	TANC2		854								1	854
ENSG00000170961	HAS2		419								1	419
ENSG00000170989	S1PR1				519						1	519
ENSG00000171004	HS6ST2		569		178	515	138	195	55		6	275
ENSG00000171097	KYAT1									311	1	311
ENSG00000171130	ATP6V0E2				498						1	498
ENSG00000171132	PRKCE					597	598				2	597.5
ENSG00000171159	C9orf16		914				110	378		94	4	374
ENSG00000171189	GRIK1			722			538				2	630
ENSG00000171208	NETO2					404		696			2	550
ENSG00000171243	SOSTDC1		51	323	890	143		132	476		6	335.833333333333
ENSG00000171246	NPTX1		194	54	66	274	374	139	81	229	8	176.375
ENSG00000171262	FAM98B		611								1	611
ENSG00000171298	GAA				874						1	874
ENSG00000171302	CANT1							298			1	298
ENSG00000171314	PGAM1				950						1	950
ENSG00000171421	MRPL36						1068				1	1068
ENSG00000171444	MCC		320								1	320
ENSG00000171467	ZNF318			516							1	516
ENSG00000171476	HOPX			182	51	136	55				4	106
ENSG00000171530	TBCA	465			396		324				3	395
ENSG00000171533	MAP6				1072		541				2	806.5
ENSG00000171540	OTP	71	220	167	159	220	34	114	79	158	9	135.777777777778
ENSG00000171551	ECEL1	28		563	67	128	219		485		6	248.333333333333
ENSG00000171603	CLSTN1		829	519		457					3	601.666666666667
ENSG00000171604	CXXC5			604							1	604
ENSG00000171606	ZNF274		724								1	724
ENSG00000171612	SLC25A33				907						1	907
ENSG00000171617	ENC1			348	706	554	827				4	608.75
ENSG00000171649	ZIK1								524		1	524
ENSG00000171703	TCEA2							89			1	89
ENSG00000171714	ANO5			384							1	384
ENSG00000171724	VAT1L	105		105	205	272	128		162	267	7	177.714285714286
ENSG00000171735	CAMTA1					561					1	561
ENSG00000171812	COL8A2						922				1	922
ENSG00000171813	PWWP2B							544			1	544
ENSG00000171843	MLLT3						712				1	712
ENSG00000171858	RPS21		306	71	467	280	181	169			6	245.666666666667
ENSG00000171862	PTEN							365			1	365
ENSG00000171863	RPS7			292	186	203		82			4	190.75
ENSG00000171865	RNASEH1							660			1	660
ENSG00000171867	PRNP					99	249				2	174
ENSG00000171885	AQP4			27	35	73	599	77	59		6	145
ENSG00000171914	TLN2		165			787					2	476
ENSG00000171951	SCG2		28	259	92	81	68	43	329	81	8	122.625
ENSG00000171956	FOXB1								381		1	381
ENSG00000172020	GAP43		103	70	777	200	949				5	419.8
ENSG00000172046	USP19	337									1	337
ENSG00000172115	CYCS			484							1	484
ENSG00000172137	CALB2		153		442	159	160	16	127		6	176.166666666667
ENSG00000172172	MRPL13							523			1	523
ENSG00000172201	ID4			478						175	2	326.5
ENSG00000172260	NEGR1		273				408				2	340.5
ENSG00000172262	ZNF131				1170						1	1170
ENSG00000172264	MACROD2		473	354					235		3	354
ENSG00000172270	BSG						440				1	440
ENSG00000172292	CERS6			265							1	265
ENSG00000172348	RCAN2			246							1	246
ENSG00000172350	ABCG4									166	1	166
ENSG00000172354	GNB2									322	1	322
ENSG00000172375	C2CD2L			467							1	467
ENSG00000172379	ARNT2		316		411					154	3	293.666666666667
ENSG00000172380	GNG12		763								1	763
ENSG00000172426	RSPH9				720						1	720
ENSG00000172428	COPS9				452		174				2	313
ENSG00000172456	FGGY		901								1	901
ENSG00000172458	IL17D					585					1	585
ENSG00000172465	TCEAL1				643	443					2	543
ENSG00000172508	CARNS1						918				1	918
ENSG00000172638	EFEMP2						1077	608			2	842.5
ENSG00000172663	TMEM134						394				1	394
ENSG00000172757	CFL1				490	1135	101	317			4	510.75
ENSG00000172766	NAA16		198								1	198
ENSG00000172803	SNX32						799				1	799
ENSG00000172809	RPL38			269		138					2	203.5
ENSG00000172888	ZNF621						510				1	510
ENSG00000172889	EGFL7				431		584				2	507.5
ENSG00000173011	TADA2B	82									1	82
ENSG00000173020	GRK2		739		881						2	810
ENSG00000173110	HSPA6		17								1	17
ENSG00000173113	TRMT112		692	726							2	709
ENSG00000173114	LRRN3					1065		631			2	848
ENSG00000173141	MRPL57				582	429					2	505.5
ENSG00000173145	NOC3L	77									1	77
ENSG00000173171	MTX1						786				1	786
ENSG00000173175	ADCY5			304		893					2	598.5
ENSG00000173210	ABLIM3				989			607			2	798
ENSG00000173221	GLRX						820	720			2	770
ENSG00000173230	GOLGB1		733					689			2	711
ENSG00000173258	ZNF483		599		887	233	366	484			5	513.8
ENSG00000173267	SNCG		159	197		884	144	290	118		6	298.666666666667
ENSG00000173272	MZT2A			652			241				2	446.5
ENSG00000173273	TNKS		701					374			2	537.5
ENSG00000173320	STOX2			318							1	318
ENSG00000173327	MAP3K11							591			1	591
ENSG00000173369	C1QB		376								1	376
ENSG00000173436	MICOS10			449	554	332	233				4	392
ENSG00000173480	ZNF417								313		1	313
ENSG00000173511	VEGFB						418				1	418
ENSG00000173517	PEAK1									359	1	359
ENSG00000173545	ZNF622		617								1	617
ENSG00000173559	NABP1						995				1	995
ENSG00000173575	CHD2			547					490		2	518.5
ENSG00000173598	NUDT4		536		427		443				3	468.666666666667
ENSG00000173599	PC						557				1	557
ENSG00000173611	SCAI					855					1	855
ENSG00000173614	NMNAT1		968								1	968
ENSG00000173621	LRFN4							354	244		2	299
ENSG00000173638	SLC19A1	400									1	400
ENSG00000173660	UQCRH	242	217								2	229.5
ENSG00000173674	EIF1AX				437						1	437
ENSG00000173715	C11orf80		293			1141					2	717
ENSG00000173726	TOMM20						231				1	231
ENSG00000173757	STAT5B					667	688				2	677.5
ENSG00000173786	CNP				1063			740	39	126	4	492
ENSG00000173812	EIF1		984					749			2	866.5
ENSG00000173818	ENDOV									34	1	34
